LD_005941,ChanngXanHome,LD05983,,AM招商推进,,深圳市昌献电子商务有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Festive & Party Supplies,,T4,7496167970109164314,日用家纺,tian,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005942,GlobeEase,LD05984,,,,QIANMO TRADING (HONG KONG) LIMITED,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,/,,#N/A,7495931284138920546,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496239848018709196,7496239848018709196,,,,,,7496239848018709196,已填写,2025-11-26,2.hipo,1,1,1,6003.69,T2,2025-11-26,2.hipo,1,1,1,74995.66,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005943,GEVEELIFE Direct,LD05985,,,,宁波朝佳电子商务有限公司,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005944,Megalookhair shop,LD05986,,,,XC HILTON HAIR LTD.,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,#N/A,8647628322025543767,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005945,LumoBox,LD05987,,,,泉州市丰泽区库斌贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Mobile Phone Accessories,,T1,7496279346108992188,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005946,Faiable Fashion,LD05988,,,,"HONGKONG ASOTONY CO., LIMITED",Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Tops,,T4,7495432785128294757,服饰服配,jiangshan.amber,BD,李泽,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005947,Coorpetions,LD05989,,,,广州沉碧商贸有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494292712695891514,服饰服配,gaolei.52800,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005948,Wiggins Hair,LD05990,,AM招商推进,,Long Human Hair Factory BK Inc,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,梁震秋,T3,7495158354130996147,服饰服配,weiyue.0123,AM,,郭晓彤,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005949,Thechicpurse,LD05991,,AM招商推进,fashion自补,VILIA SUPPLY CHAIN INC,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,/,任思安,T3,7495421551282653899,服饰服配,zhuyouping,AM,,Millie Cheng,抖音品牌，待建联,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005950,Blackpink clouds,LD05992,,,,广州葛烬贸易有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494292705235928456,服饰服配,gaolei.52800,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
