LD_005621,AECOJOY,LD05663,必招 7 月,,,"HOMELEADER, INC.",Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T4,7496155486583622327,家具家装,guona.rena,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005622,LiwentaoSHOP,LD05664,必招 7 月,,,广州粘民商贸有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Health,Nutrition & Wellness,,T3,7495810520372840762,快消生活,zhangguangxin.dennis,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LD_005623,Geeneiya Lashes,LD05665,必招 7 月,,,青岛普拉吉恭贸易有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Makeup,,T1,7495877061251795786,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496147105108036607,7496147105108036607,,,,,,7496147105108036607,已填写,,,,,,,,2026-07-02,2.hipo,1,1,,4047.71,T1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
LD_005624,HAUDIO Global,LD05666,,,,惠州市闪鲸科技有限公司,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,/,,#N/A,8647510095701645831,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496203558186486279,7496203558186486279,,,,,,7496203558186486279,已填写,2025-07-26,2.hipo,1,1,1,76903.71,T3,2025-07-26,2.hipo,1,1,1,15506.45,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005625,Bling US,LD05667,必招 7 月,,,"Bling Quality Goods Co., Ltd",Beauty&FMCG,HIPO靶向商家,美区T4,Toys & Hobbies,DIY,,T3,7495296367255980160,快消生活,liushanyu.0213,BD,金慧婷,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005626,DRONAR,LD05668,,,,深圳市寄远商务有限公司,Home&Living,HIPO靶向商家,美区T4,Kitchenware,/,,#N/A,8647940998568516433,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494398398561093302,,,,,,7494398398561093302,已填写,,,,,,,,2026-02-03,2.hipo,1,1,1,438.47,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005627,SunSport,LD05669,,,,深圳市提尔塞贸易有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,/,,T4,7495807891859736647,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495807891859736647,7495807891859736647,,,,,,7495807891859736647,已填写,2025-07-30,2.hipo,1,1,1,1139.71,T1,2025-07-30,2.hipo,1,1,1,3187.26,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005628,SUSTEAS US,LD05670,必招 7 月,,,SUSTEAS LTD.,3C,HIPO靶向商家,美区T4,Household Appliances,Kitchen Appliances,,T4,7495889356959746762,3C,zhangwenli.168,BD,李泽,,彭义萍-负责人,@彭义萍,福州,,是,4-入驻中,,,,,,,7495889356959746762,7495889356959746762,,,,,,7495889356959746762,已填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_005629,MONSTER.US,LD05671,,,,深圳市港湾优选贸易有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,T4,7495890277441899145,3C,NULL,BD,叶佳智,,/,/,/,,是,4-入驻中,,,,,,,,7494619040766920245,,,,,,7494619040766920245,已填写,,,,,,,,2026-05-02,3.other,1,0,0,,T0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
LD_005630,Jmierr,LD05672,必招 7 月,,fashion自补,泉州市海丝星途贸易有限公司,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Tops,,T5,7495153558818425560,服饰服配,shenxueyan,BD,赵月晨,罗才鑫,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
