LD_000251,citysports,LD00251,,,,永康市金琪电子商务有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,Fitness,,T5,7495526823872989807,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000252,miracase,LD00252,,,,"深圳市米拉奇科技有限公司 (Shenzhen Miracase Technology Co., Ltd.)",3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000253,sekey,LD00253,,,,"深圳市萨尔卡科技有限公司 (Shenzhen Salcar Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000254,ultimea,LD00254,,,,"深圳市奥替美科技有限公司 (Shenzhen Ultimea Technology Co., Ltd.)",3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496131545288313707,,,,,,,7496131545288313707,已填写,2025-04-10,1.skm,1,1,1,6700.96,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000255,bealife,LD00255,,,,深圳市权元发贸易有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000256,beelink,LD00256,,,,深圳市零刻云科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000257,airtrack matte,LD00257,,,,深圳翼美科技有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000258,boifun,LD00258,,,,"深圳市固胜智能科技有限公司 (Shenzhen Gusheng Intelligent Technology Co., Ltd.)",3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000259,donama,LD00259,,,,"深圳市特拉美科技有限公司 (Shenzhen Telamei Technology Co., Ltd.)",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Textiles & Soft Furnishings,/,,,NULL,NULL,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7494723780524868949,,,,,,,7494723780524868949,已填写,2026-06-22,3.other,1,1,1,892.44,T1,,,,,,,,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_000260,aaobosi,LD00260,,,,佛山市维森雅科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
