LD_007121,OmniGear,LD07171,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Building Supplies,,T3,7496137522255399306,汽摩工具,xuebaoping,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007122,WoofBall,LD07172,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Accessories,,T3,7494192131008922631,快消生活,haoyemeng.ian,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007123,GatherJoy Trading Inc,LD07173,,AM招商推进,,/,Home&Living,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7494223330729821272,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,GatherJoy Trading Inc 美区互通专属保障群,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007124,Oidea,LD07174,,,,/,Fashion,/,/,#N/A,/,,T3,7496131298073807379,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007125,MENOKIN,LD07175,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Skincare,,T3,8651858975597826994,快消生活,nicole.899,AM,,俞欣洁,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007126,EXH US,LD07176,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Skincare,,T3,7496123193172658483,快消生活,songli.0901,AM,,俞欣洁,美区负责人阮浩,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007127,DepartmentStore,LD07177,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7494202091510400241,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007128,Wind Chime Boutique,LD07178,,,,/,Home&Living,/,/,#N/A,/,,T3,7496131429900847793,日用家纺,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007129,Lunalace Boutique,LD07179,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,彭之茂,T3,7494089117320054620,服饰服配,xuchen.quan666,AM,,Millie Cheng,"依卡瑞-Linkio
朱嘉懿名下",/,/,,是,5-已入驻,,,,,,,,7494089117320054620,,,,,,,已填写,,,,,,,,2025-12-08,2.hipo,1,1,1,146.67,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007130,JoySpot Official,LD07180,,AM招商推进,,/,Beauty&FMCG,/,/,Toys & Hobbies,Educational Toys,,T3,7494223461315479527,快消生活,wangshu.jasmine,AM,,欧阳嘉桦,/,/,/,,是,5-已入驻,,,,,,,7494459754434823717,,,,,,,,已填写,2026-02-27,3.other,1,1,1,2000.96,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
