LD_003791,pasyou,LD03832,,,,北京宇尚商贸有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003792,anqier,LD03833,,,,深圳市易购创新科技有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003793,kyopp,LD03834,,,,泉州清辞网络科技有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Kids' Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003794,guidre,LD03835,,,,广州凤飞九天贸易有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003795,gearmonster,LD03836,,,,东莞市锣涛贸易有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003796,tomkity,LD03837,,,,Guangzhou Tongxingwangluokeji youxiangongsi,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003797,peacecolor,LD03838,,,,石家庄澜峰电子商务有限公司,Beauty&FMCG,HIPO靶向商家,P2 - Whitelabel - AMZ,Beauty & Personal Care,Nail Care,,T1,7496080576828770481,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003798,dong cheng,LD03839,,,,上海门达科技有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003799,xkdoai,LD03840,,,,四川婕欣科技有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Luggage & Bags,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003800,duoease,LD03841,,,,晋江市炎露斗阵贸易有限责任公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
