LD_002181,Zenith-Zephyr,LD02196,,,,泉州多米米科技有限公司,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002182,Micro Ingredients,LD02197,,,,Micro Ingredients（聚合）,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T5,7494949083499694765,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002183,WonderBlue,LD02198,,,,Wonderblue,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T1,7495896608152062300,快消生活,zhangguangxin.dennis,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002184,FLYNEW INC,LD02199,,,,本元跨境貿易有限公司,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,NULL,,NULL,8655049722659115420,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002185,Newrish.,LD02200,,,,昌潤元贸易有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T2,7496149340642969944,快消生活,zhangguangxin.dennis,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002186,DOLAHAIRCARE,LD02201,,AM招商推进,,长沙速达电子商务有限责任公司,Beauty&FMCG,HIPO靶向商家,CNOB,Beauty & Personal Care,Haircare & Styling,,T3,7495209250692303504,快消生活,songli.0901,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002187,Terravia,LD02202,,,,福州鼓楼区可惠网络科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Drinks,,T2,7496188001989134979,快消生活,zhangguangxin.dennis,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002188,AESHORY,LD02203,,AM招商推进,,广州纪澜企业管理有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,Home Supplies,Home Care Supplies,,T3,7495808963073706121,快消生活,qilinyou,AM,,王宁,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002189,Tricholoy,LD02204,,,,湖北枫叶企业发展股份有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Haircare & Styling,,T1,7495913104022276801,快消生活,songli.0901,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002190,TrueRelief,LD02205,,,,金誉箱当好电子商务(厦门)有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Nasal & Oral Care,,T1,7494155309270468113,新开国,wangning.warner,BD,赵月晨,,/,/,/,,是,1-待触达,,,,,,,7494195992794072584,,,,,,,7494195992794072584,已填写,2025-10-11,2.hipo,1,1,1,25094.18,T2,,,,,,,,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
