LD_001511,Radiaint#,LD01515,,,,广州晟荣电商有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Hand Tools,,T3,7496304223444961748,汽摩工具,chenchen.cccc,BD,夏春雨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001512,AutoPick,LD01516,,,,深圳米乐优品电商有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T3,7495872969018084170,汽摩工具,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7495631397191977498,,,,,,7495631397191977498,已填写,,,,,,,,2024-03-21,2.hipo,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001513,Yoelerey Outdoor,LD01517,,,,佛山市壹极商贸有限公司,Fashion,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Camping & Hiking,,T2,7495627933433367539,运动潮奢,chenwei.003,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,7496213493791885509,7496213493791885509,,,,,,7496213493791885509,已填写,2025-06-18,3.other,0,0,0,0.00,T0,2025-05-30,2.hipo,1,0,0,,T0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001514,CAMEL SPORTS SHOP,LD01518,,,,广州骆驼世家鞋业有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,Sport & Outdoor Clothing,,T1,7496189231716206654,运动潮奢,zhaomin66,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001515,JUP,LD01519,,,,贵州联公科技有限公司,Fashion,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",NULL,,T0,7494195988668843122,运动潮奢,hsinyi.7,,,,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001516,Yeefine Skiing,LD01520,,,,合肥庚卫康医疗器械有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001517,SOKO BWINBOY,LD01521,,,,龙港市石强科技有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Living,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001518,TELALEO SPORTS,LD01522,,AM招商推进,,深圳市艟艨商贸有限公司,Fashion,HIPO靶向商家,CNOB,Sports & Outdoor,Sport & Outdoor Clothing,晋莹莹,T4,7495923422632053210,运动潮奢,shenzehong,AM,,张玲,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001519,AUXITO,LD01523,,AM招商推进,,深圳市恒之达电子有限公司,Home&Living,HIPO靶向商家,CNOB,Automotive & Motorcycle,Car Lights,,T3,7496111751750650278,汽摩工具,doyleyang.yt,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001520,RetroRealm Market,LD01524,,,,深圳市杰帝兴业科技有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
