LD_006141,小米,LD06189,必招 7 月,,,柯联（日本）,3C,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,叶佳智,,陈总 CEO,/,深圳南山,,是,5-已入驻,,,,,,,,,,,,,,7494761164398102227,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006142,JBL、罗技、ACER、ACO、Lenovo等,LD06190,必招 7 月,,,华云,3C,HIPO靶向商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,叶佳智,,张总 CEO,/,深圳龙华,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006143,大疆、华为、一加、飞利浦、联想、绿联,LD06191,必招 7 月,,,影川,3C,战略重点商家,A. 知名品牌｜Recognized Brands,#N/A,#N/A,,,NULL,NULL,NULL,BD,叶佳智,,梁总 CEO,/,深圳南山,,是,5-已入驻,,,,,,,7494748329376843141,7494748329376843141,,,,,,7494748329376843141,已填写,,,,,,,,2026-06-30,3.other,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_006144,VAYBUD,LD06192,,,,上海恒呈鑫信息科技有限公司,Home&Living,HIPO靶向商家,Amazon/DTC 年GMV＞$730K,#N/A,NULL,,T0,7495391915136289130,NULL,NULL,BD,江家徵,,张总,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006145,MEATIN,LD06193,,,,协成服饰,Fashion,HIPO靶向商家,Amazon/DTC 年GMV＞$730K,#N/A,NULL,,T0,8649607762663742284,新开国,minghuicheng,BD,江家徵,,杜总,/,/,,是,5-已入驻,,,,,,,7495904533809957708,7495904533809957708,,,,,,7495904533809957708,已填写,2026-05-25,2.hipo,1,1,0,,T0,2026-05-25,2.hipo,1,1,1,2257.72,T1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_006146,BestStoneshop,LD06194,必招 7 月,AM招商推进,fashion自补,/,Fashion,/,/,Jewelry Accessories & Derivatives,Sports Collectibles,,T5,7495294960743779006,运动潮奢,tangmengze,AM/BD,李京达,郭晓彤,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006147,Creative Handicrafts,LD06195,必招 7 月,,,/,Home&Living,/,/,Collectibles,Cultural Items,,T3,7496259327768824365,日用家纺,zhouxinrui.zz,BD,江家徵,张莞清,老板 - 罗建,@罗健,/,,是,5-已入驻,,,,,,,7494761686332769595,7494761686332769595,,,,,,7494761686332769595,已填写,,,,,,,,2026-07-07,3.other,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
LD_006148,beadskey,LD06196,必招 7 月,AM招商推进,fashion自补,/,Fashion,/,/,Jewelry Accessories & Derivatives,Natural Crystal,,T5,7494423513581454421,运动潮奢,tangmengze,AM/BD,李京达,郭晓彤,尝试打电话,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006149,Loveden Official,LD06197,必招 7 月,AM招商推进,fashion自补,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,马思宇,T4,7496159915540580919,服饰服配,liyaoyao.y,AM/BD,赵月晨,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,7496159915540580919,7496159915540580919,,,,,,7496159915540580919,已填写,,,,,,,,2026-06-29,2.hipo,1,0,0,4352.60,T1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_006150,Pearlicious Jewelry,LD06198,必招 7 月,AM招商推进,fashion自补,/,Fashion,/,/,Jewelry Accessories & Derivatives,Pearl,,T4,7495295163491846336,运动潮奢,tangmengze,AM/BD,张志强,郭晓彤,尝试打电话,/,/,,是,5-已入驻,,https://applink.larkoffice.com/client/chat/chatter/add_by_link?link_token=507qdb64-0e75-4ec8-bad2-176acerur4mi,,,,,7496278965339916548,7496255234749925906,,,,,,,已填写,2025-07-16,3.other,1,1,0,68.84,T1,2025-07-01,3.other,1,0,0,,T0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
