LD_005491,toopower,LD05533,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Sports & Outdoor,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005492,kidbloom,LD05534,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Baby & Maternity,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005493,bloomwin,LD05535,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Supplies,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005494,dingjiuyan,LD05536,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Womenswear & Underwear,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005495,brickbling,LD05537,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Toys & Hobbies,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005496,pollor,LD05538,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Fashion Accessories,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005497,meimei,LD05539,,,,/,Beauty&FMCG,HIPO靶向商家,AMZ/DTC whitelabel,Beauty & Personal Care,NULL,,T0,7494469045398046298,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005498,hautmec,LD05540,,,,/,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005499,einyoumily,LD05541,,,,/,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Fashion Accessories,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005500,gcstnn,LD05542,,,,/,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
