LD_007131,Apolo Home.,LD07181,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T3,7494285102052378336,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007132,BROTTAR DIRECT,LD07182,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7494222010021939141,家具家装,caoyang.garrison,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007133,Holafish X,LD07183,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,晋莹莹,T3,7496039330390706490,服饰服配,zhaoyingyi.zz,AM,,谢冰沁Bibi,入驻UK 待划转 @fayeliu,已清退,/,,是,5-已入驻,,,,,,,7496147135687986009,,,,,,,,已填写,2025-04-15,3.other,0,0,0,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007134,HIRALIY shop,LD07184,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Garden Supplies,,T3,7495648168376437588,家具家装,xiaoweiye,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007135,3D-Funny,LD07185,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7495400634647218215,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,美区-3D-Funny-AM shiwei&yuxin,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007136,VKN STORE,LD07186,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Fitness,,T3,7495913022299736279,运动潮奢,zhuyanan.1202,AM,,周洋,/,/,/,,是,5-已入驻,,,,,,,,7494266293793490643,,,,,,,已填写,,,,,,,,2025-11-22,3.other,1,1,1,2949.51,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007137,echosari,LD07187,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Lights & Lighting,,T3,7495865891256765212,家具家装,zhuweiting,AM,,韩希雯,/,S,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_007138,NCVoyageur,LD07188,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7494131357300262292,日用家纺,lishiyun.607,AM,,刘雨欣,/,/,/,,是,3-商家有意愿,NCVoyageur美区互通协作,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007139,Iris OS,LD07189,,AM招商推进,,/,3C,/,/,Phones & Electronics,Smart & Wearable Devices,,T3,7494207083986388208,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007140,MWE Official Direct,LD07190,,AM招商推进,,/,3C,/,/,Phones & Electronics,Cameras & Photography,,T3,7495675707535690524,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
