LD_006941,Sopami FixMate,LD06991,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Hardware,,T3,7496275729889659741,汽摩工具,tangyong.allen,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006942,Home Beauty.,LD06992,,,,/,3C,/,/,#N/A,/,,T3,7494223321278023060,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_006943,Gleam Hardware Supplies,LD06993,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Lights & Lighting,,T4,7494095956489307738,家具家装,zhuweiting,AM,,韩希雯,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006944,XXhomefurniture,LD06994,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Festive & Party Supplies,,T3,7494248346000196675,日用家纺,lige.08042,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006945,Kshiwoshiwo shop,LD06995,,AM招商推进,,/,3C,/,/,Tools & Hardware,Dog & Cat Furniture,,T3,7495766592405932654,3C,panlin.888,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006946,Valuxe.us,LD06996,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Accessories,,T3,7495737932176525526,快消生活,haoyemeng.ian,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006947,Queenyear,LD06997,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7496250112750619395,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006948,BEFAERON,LD06998,,,,/,3C,/,/,#N/A,/,,#N/A,7496301622730197483,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006949,Lionix-LS,LD06999,,AM招商推进,,/,Home&Living,/,/,Household Appliances,Home Appliances,,T3,7494226497857488566,家具家装,bicongyu,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006950,SVM US,LD07000,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Fitness,,T3,7496248636373633297,运动潮奢,liziyin.plumlee,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
