LD_007561,MyHallCar88,LD07611,,AM招商推进,,/,Home&Living,/,/,Automotive & Motorcycle,Car Interior Accessories,,T3,7494526361363514796,汽摩工具,xuyanyun,AM,,王妙辰,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007562,Homary Furniture US,LD07612,,AM招商推进,,/,Home&Living,/,/,Furniture,Outdoor Furniture,,T3,7494453186960524562,家具家装,hanxiao.smiley,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007563,TryLazy Design,LD07613,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7494564978108368212,家具家装,zhulong.zhu,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007564,KineticGo,LD07614,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,,T3,7494594792987526588,运动潮奢,shenzehong,AM,,罗才鑫,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007565,outfit change,LD07615,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Bottoms,崔媚君,T3,7494413664306890215,服饰服配,linyangqin.cyrus7,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494413664306890215,,,,,,,已填写,,,,,,,,2026-07-03,2.hipo,1,1,,130.27,T1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
LD_007566,TBMPOY US,LD07616,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Sport & Outdoor Clothing,,T3,7494467549529736930,服饰服配,shenxueyan,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494467549529736930,,,,,,,已填写,,,,,,,,2026-06-02,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007567,River Loop,LD07617,,AM招商推进,,/,Fashion,/,/,NULL,NULL,,T3,7494221626929415844,运动潮奢,shenzehong,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007568,US KALA,LD07618,,AM招商推进,,/,Beauty&FMCG,/,/,Furniture,Outdoor Furniture,,T3,7495810529226885541,快消生活,qiulei.0117,AM,,俞欣洁,S3P,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007569,BXBVE Perfume Shop,LD07619,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Fragrance,,T3,7494542538304357980,快消生活,wanghongbo,AM,,欧阳嘉桦,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007570,YQFinds,LD07620,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7494651391154226242,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
