LD_003281,NIFFGAFF-EU,LD03320,,,,广州市海澜通信设备有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003282,BAOBAOBAOB,LD03321,,,,RABBCE SARL,Home&Living,HIPO靶向商家,AMZ Retailer,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003283,LITTLE PING LIMITED,LD03322,,,,LITTLE PING LIMITED,Home&Living,HIPO靶向商家,AMZ Retailer,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003284,SChanceux,LD03323,,,,义乌市思切问电子商务有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003285,NECUNDASHOP,LD03324,,,,NDA SHOP MARKET S.R.L.,Home&Living,HIPO靶向商家,AMZ Retailer,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003286,ZAMELUX,LD03325,,,,Zamelux Green S.L.,Fashion,HIPO靶向商家,AMZ Retailer,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003287,Mucihome-europe,LD03326,,,,佛山市春瓷电子商务有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003288,DL-accessories,LD03327,,,,广州市东灵皮具有限公司,Fashion,HIPO靶向商家,AMZ Retailer,Luggage & Bags,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003289,Joyrealtoys,LD03328,,,,广州乐桃科技有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Toys & Hobbies,Educational Toys,,T3,7496122476972575514,新开国,chenqing.0918,,,,/,/,/,,是,1-待触达,,,,,,,,7496122476972575514,,,,,,7496122476972575514,已填写,,,,,,,,2025-03-19,1.skm,1,1,1,74040.29,T3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003290,Folux GmbH,LD03329,,,,Folux GmbH,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,NULL,,T0,7496295255850322559,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
