LD_005821,VIPbeauty Hair Shop,LD05863,,AM招商推进,fashion自补,许昌扬杰商贸有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,郝佳琪,T4,7495528972031003218,服饰服配,zhoujie.jessie,AM,,郭晓彤,@郭晓彤,/,/,,是,5-已入驻,,,,,,,,7494529705188099973,,,,,,7494529705188099973,已填写,,,,,,,,2026-03-26,2.hipo,1,1,1,3535.52,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005822,nadula hair,LD05864,,,,Unibarns Trading Inc,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,,NULL,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005823,ECLYL Furniture US,LD05865,,,,东莞市源祥家具有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Indoor Furniture,,T1,7496182692465839016,家具家装,zhulong.zhu,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005824,Sunward Nest,LD05866,,AM招商推进,,潮州市阳阳五金制品有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Home Organizers,,T4,7496153445549116290,日用家纺,wangchangli,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005825,JNL TWO SHOP,LD05867,,AM招商推进,,Yanger Jsome Inc,Beauty&FMCG,HIPO靶向商家,美区T4,Food & Beverages,Drinks,,T3,7496022681620482631,快消生活,chenhaihua,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005826,CORIIANA BEAUTY,LD05868,,AM招商推进,fashion自补,广州市嘉萱贸易有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,T4,7496006357760969665,服饰服配,zhoujie.jessie,AM,,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7494302855911146842,,,,,,7494302855911146842,已填写,,,,,,,,2025-12-12,3.other,1,1,1,4466.86,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005827,AC accessory,LD05869,,,,吾桐有品（深圳）科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,T4,7496162230840429360,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496259006640982430,,,,,,7496259006640982430,已填写,,,,,,,,2025-07-01,2.hipo,1,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005828,FAMVAL,LD05870,,AM招商推进,,CHENGXIDA TECHNOLOGY LIMITED,Home&Living,HIPO靶向商家,美区T4,Textiles & Soft Furnishings,Household Textiles,,T3,7495393594561497932,日用家纺,chenyufei.0628,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005829,QUANTUMHORIZON,LD05871,,AM招商推进,,QUANTUMHORIZON SOLUTIONS LLC,Home&Living,HIPO靶向商家,美区T4,Phones & Electronics,Camping & Hiking,,T3,7496139302902335605,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005830,Yimoon,LD05872,,AM招商推进,fashion自补,安徽美衣人贸易有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,Women's Tops,崔媚君,T4,7495729161181432827,服饰服配,mayinxuan.127,AM/BD,赵月晨,谢冰沁Bibi,安徽计河，已拉群对接,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
