LD_007161,Galaxy Cards,LD07211,,AM招商推进,,/,Home&Living,/,/,Collectibles,Trading Cards & Accessories,,T3,7494131564158813318,运动潮奢,yanbailu,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007162,King Fishing Hub,LD07212,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7496102271278352725,运动潮奢,zhuyanan.1202,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007163,Boriflors,LD07213,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Dresses,彭之茂,T3,7496319683665168637,服饰服配,tongjing.1019,AM,,Millie Cheng,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007164,Yozmasport,LD07214,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7494246993996056146,运动潮奢,liziyin.plumlee,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007165,MIFOCAL,LD07215,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Bottoms,彭之茂,T3,7496023485211707910,服饰服配,jiangshan.amber,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007166,Women Fashion Tshirt,LD07216,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,彭之茂,T3,7496154810461948549,服饰服配,shenxueyan,AM,,张玲,星熠时代,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_007167,DesignTee,LD07217,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Suits & Sets,彭之茂,T3,7494192611311978265,服饰服配,xuchen.quan666,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494192611311978265,,,,,,,已填写,,,,,,,,2025-11-12,3.other,0,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_007168,eleplus,LD07218,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,郭婧怡,T3,7495546990572112139,服饰服配,zhangmeng.0408,AM,,Millie Cheng,fallsweet同集团,/,/,,是,5-已入驻,,,,,,,7496013102034225425,7496013102034225425,,,,,,,已填写,2025-05-22,3.other,1,0,0,,T0,2025-08-14,2.hipo,1,1,1,21547.60,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007169,Zench shop,LD07219,,AM招商推进,,/,3C,/,/,Phones & Electronics,Gaming & Consoles,,T3,7494153825614333584,3C,huanghaoxuan.123,AM,,文思琪,已联系美区am拉群，但未回复,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007170,AYOUEA,LD07220,,AM招商推进,fashion自补,/,Fashion,/,/,Luggage & Bags,/,,T3,7494899436941052083,日用家纺,tian,AM,,陈晓,/,/,/,,否,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
