LD_000691,tbest,LD00692,,,,深圳市优华欣科技有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000692,trixes,LD00693,,,,Digiflex Ltd,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000693,royouzi,LD00694,,,,Rorokit Trade Kft,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000694,downypaws,LD00695,,,,广州妮升国际贸易有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000695,qexreed,LD00696,,,,广州拓耀商贸有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496129242147490522,,,,,,7496129242147490522,已填写,,,,,,,,2025-03-25,2.hipo,1,1,1,0.00,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000696,tecknet,LD00697,,,,"深圳市橙风科技有限公司 (Shenzhen Chengfeng Technology Co., Ltd.)",Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494083278756349753,,,,,,7494083278756349753,已填写,,,,,,,,2021-08-19,1.skm,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_000697,aputure,LD00698,,,,"深圳市爱图仕创新科技股份有限公司 (Shenzhen Aputure Imaging Industries Co., Ltd.)",Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000698,lolahome,LD00699,必招 7 月,,,Comercio Tradicional y Electrónico S.L.,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496225909178796618,7496225909178796618,,,,,,7496225909178796618,已填写,2025-06-10,3.other,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000699,comsaf,LD00700,,,,佛山市春瓷电子商务有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000700,zosenyer,LD00701,,,,"苏州仁雅农业机械有限公司 (Suzhou Zenyer Agricultural Machinery Co., Ltd.)",Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
