LD_008201,Merach US,LD08251,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7495437236984449126,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496161812196527037,,,,,,,7496161812196527037,已填写,2025-04-29,1.skm,1,1,1,548115.26,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008202,Dobreva.us,LD08252,,,,/,Fashion,/,/,Womenswear & Underwear,Women's Underwear,,T4,7494156839477871935,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494156839477871935,,,,,,7494156839477871935,已填写,,,,,,,,2026-04-20,2.hipo,1,1,1,15994.28,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008203,INLYRIC,LD08253,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496203372646861040,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496203372646861040,,,,,,7496203372646861040,已填写,,,,,,,,2026-03-10,1.skm,1,1,1,87743.28,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008204,Ask Echo Golf,LD08254,,,,/,Fashion,/,/,Sports & Outdoor,Ball Sports,,T3,7495775735052995023,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008205,Jinteng Tech,LD08255,,,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7495918661815339450,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008206,VenusJewelryShop,LD08256,,,,/,Fashion,/,/,Jewelry Accessories & Derivatives,/,,T3,7496122776508467950,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008207,Maxcomfi,LD08257,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T5,7494162490214877033,快消生活,chenhaihua,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494467344539419997,7494467344539419997,,,,,,7494467344539419997,已填写,,,,,,,,2026-03-03,3.other,1,1,1,64340.95,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008208,Good eohyos,LD08258,,AM招商推进,fashion自补,/,Fashion,/,/,Fashion Accessories,/,,T3,7494198784287147168,育商,zhouruilin.824,AM,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008209,Huloo Sleep,LD08259,,,,/,Beauty&FMCG,/,/,Baby & Maternity,Baby Furniture,,T3,7496011205704125323,快消生活,fanwenjun.215,,,,/,/,/,,是,1-待触达,,,,,,,,7494082528216582139,,,,,,7494082528216582139,已填写,,,,,,,,2021-07-22,2.hipo,0,0,0,,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_008210,ENGUANLL,LD08260,,,,/,/,/,/,Sports & Outdoor,/,,T3,7496134921492466148,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
