LD_008381,Soonboom,LD08431,,AM招商推进,fashion自补,/,Fashion,/,/,Luggage & Bags,/,,T3,7496018650259950210,育商,xuhanwen.19,AM,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008382,JOINHK,LD08432,,,,/,/,/,/,Home Supplies,/,,T3,7494124969078588455,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008383,Chant porcelain,LD08433,,,,/,Fashion,/,/,Collectibles,/,,T3,7494606764941936172,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008384,Top Music.Audio,LD08434,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495396376762026246,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494105495071786344,7494105495071786344,,,,,,7494105495071786344,已填写,2025-09-03,2.hipo,1,1,1,25906.56,T2,2025-09-17,2.hipo,1,1,1,6690.59,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008385,Nebility MENS,LD08435,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,/,,T3,7495168096336775923,服饰服配,NULL,,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008386,QAWAFI,LD08436,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7494200772899145683,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008387,Hotmission Beauty Store,LD08437,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7496190412406032694,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008388,ALTRIGUS Official,LD08438,,,,/,/,/,/,Furniture,/,,T3,7496013190757911295,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008389,BQUGZS,LD08439,,,,/,Beauty&FMCG,/,/,Baby & Maternity,/,,T3,7496107882681437032,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008390,ZOOONE NATURE,LD08440,,,,/,Beauty&FMCG,/,/,Health,/,,T3,7495432992748505937,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
