LD_006361,Minmin's House,LD06411,,AM招商推进,,/,Beauty&FMCG,/,/,Household Appliances,Home Appliances,,T3,7495341369377983339,快消生活,haoyemeng.ian,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006362,HAWKRAY OFFICIAL,LD06412,,AM招商推进,,/,3C,/,/,Phones & Electronics,Cameras & Photography,,T3,7495962402294237750,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,7495962402294237750,,,,,,,已填写,,,,,,,,2026-04-22,2.hipo,1,0,0,,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_006363,Picleen,LD06413,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Eye & Ear Care,,T3,7496139392143166358,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,5-已入驻,,,,,,,,7494543055294793656,,,,,,,已填写,,,,,,,,2026-03-30,3.other,1,1,1,4034.67,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006364,H Y Z,LD06414,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Dresses,桂晴,T3,7495193108238927915,服饰服配,zhaoyingyi.zz,AM,,Millie Cheng,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006365,Goodday,LD06415,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Care Supplies,,T3,7496001041440082152,日用家纺,lishiyun.607,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006366,feinner Lashes,LD06416,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7495372547055127348,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006367,Unistat,LD06417,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Decor,,T3,7496084979333761325,日用家纺,zhongjie.ma,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006368,Koeyra,LD06418,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,,T3,7495917707913234680,服饰服配,liyaoyao.y,AM,,张玲,深圳酷播,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006369,Bezzze,LD06419,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496004138884696549,家具家装,hanxiao.smiley,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006370,luluorange,LD06420,,,,/,Fashion,/,/,#N/A,/,,T3,7495358754952939760,运动潮奢,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
