LD_007861,EssElegance shop 1,LD07911,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495840346943031929,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007862,TJi Clothing,LD07912,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7494122671774204969,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494122671774204969,7494122671774204969,,,,,,7494122671774204969,已填写,2025-10-23,2.hipo,1,1,1,26.31,T1,2025-10-23,2.hipo,1,1,1,28645.59,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_007863,ZygenairMobility,LD07913,必招 7 月,,,/,Beauty&FMCG,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T2,7494097373345908416,快消生活,zhangguangxin.dennis,BD,张志强,,tk负责人,/,/,,是,5-已入驻,,23号入驻,,,,,7494765534135551110,,,,,,,,已填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007864,ZLCA,LD07914,,,,/,Fashion,/,/,Collectibles,/,,T3,7496209313672497306,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007865,SNOWCLAD.COOKWAREE,LD07915,,,,/,Home&Living,/,/,Kitchenware,Cookware,,T5,7496048909664946316,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007866,Roczen Global,LD07916,,,,/,Home&Living,/,/,Home Improvement,/,,T3,7494376522404235206,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007867,JHX Store,LD07917,,,,/,/,/,/,Phones & Electronics,/,,T3,7495805411551512831,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007868,Furmax,LD07918,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495687355472644428,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007869,Linda Luxury,LD07919,,,,/,Fashion,/,/,Pre-Owned,/,,T3,7496103708186347581,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007870,BlackView、xiaomi、Realme、Honor、JBL等,LD07920,必招 7 月,,,星拓維科,3C,战略重点商家,A. 知名品牌｜Recognized Brands,/,/,,/,NULL,NULL,NULL,BD,叶佳智,,吴总 CEO,/,深圳坂田,,是,5-已入驻,,,,,,,7494769712726378089,7494769712726378089,,,,,,7494769712726378089,已填写,,,,,,,,2026-07-11,3.other,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
