LD_007351,Caleber Hair,LD07401,,AM招商推进,fashion自补,/,Fashion,/,/,Fashion Accessories,/,丁超群,T3,7494354868634027215,服饰服配,zhoujie.jessie,AM,,郭晓彤,T2,/,/,,是,5-已入驻,,,,,,,,7494380705620526297,,,,,,,已填写,,,,,,,,2026-01-23,2.hipo,1,1,1,74399.45,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_007352,KDY Health Club,LD07402,,,,/,Beauty&FMCG,/,/,#N/A,/,,#N/A,7496260452600220512,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007353,TUOWEE,LD07403,,AM招商推进,,/,Home&Living,/,/,Home Improvement,Lights & Lighting,,T3,7496102343114263519,家具家装,wuqifeng,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007354,ZeroPoint Shop,LD07404,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,彭之茂,T3,7494240522363766461,服饰服配,xuchen.quan666,AM,,谢冰沁Bibi,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007355,Rewoven,LD07405,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,,T3,7494229585348363589,服饰服配,zhuyouping,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007356,Dono,LD07406,,AM招商推进,,/,Beauty&FMCG,/,/,Pet Supplies,Dog & Cat Litter,,T3,7495775429622270165,快消生活,haoyemeng.ian,AM,,陈杏妹,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007357,NeoRide Electric,LD07407,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7496304329350613397,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007358,Free fashion clothing,LD07408,,,,/,Fashion,/,/,#N/A,/,,T3,7494124887328458146,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007359,TokHome,LD07409,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7496187024961276166,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007360,TANLOOK Home,LD07410,,AM招商推进,,/,3C,/,/,Tools & Hardware,Garden Tools,,T3,7496117824591727161,3C,panzimo.666,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
