LD_002261,Windboss MX,LD02276,,,,山东赛克赛斯氢能源有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Consumables,Nutrition & Wellness,,NULL,7496053553676781766,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002262,Kedai Teh Kesihatan Tradisiona,LD02277,,,,厦门福洋电子商务有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,GPMB,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002263,GOLDCHEER,LD02278,,,,厦门龙登实业有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002264,GlowLynk.My,LD02279,,,,厦门赛达树文化传媒有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,BHPC,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002265,Flynew Health,LD02280,,,,厦门文善法务咨询有限公司,Home&Living,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T2,7494115611898513226,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002266,Magister,LD02281,,,,深圳亮视光学科技有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002267,MASGRE US,LD02282,,,,深圳市艾摩斯健康科技有限公司,3C,HIPO靶向商家,CNOB,FMCG,/,,T3,7495833062984288892,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495833062984288892,7495833062984288892,,,,,,7495833062984288892,已填写,2025-04-03,2.hipo,1,0,0,0.00,T0,2025-03-14,2.hipo,1,1,1,720.60,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002268,Vyhthy Nutrition,LD02283,,,,深圳市川越跨境电子商务有限公司-CNOB,Beauty&FMCG,HIPO靶向商家,CNOB,Health & Elevated Home,Nutrition & Wellness,,T2,7496241175761357564,快消生活,zhangguangxin.dennis,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002269,PLAYIKO,LD02284,,,,深圳市格物有礼科技有限公司,3C,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Nasal & Oral Care,,T2,7496028843886414249,3C,yaoxuyiyi,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002270,Cemilan Enak Lezat Food,LD02285,,,,深圳市久众照明科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
