LD_002421,ANT BOX INDONESIA,LD02438,,,,蚂蚁盒子（聚合）,Home&Living,HIPO靶向商家,CNOB,Lifestyle 2,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002422,TudoAki.,LD02439,,,,南平市建阳区远鹏茶器商行,Home&Living,HIPO靶向商家,CNOB,Home & Living,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002423,SANX-SHOP,LD02440,,,,南阳市圆超商贸有限责任公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002424,KeepGlow LockFresh Shop,LD02441,,,,南漳县墙猫咖商贸行(个人独资),Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002425,Tangkapan Store,LD02442,,,,宁波诚遥科技有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002426,GOSUHI Furniture,LD02443,,,,宁波鑫羽家具有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Indoor Furniture,,T5,7496251766618754001,家具家装,caoyang.garrison,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,,7494403342089749886,,,,,,7494403342089749886,已填写,,,,,,,,2026-02-05,2.hipo,1,1,1,496516.99,T5,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002427,Pukami US,LD02444,必招 7 月,,,宁波扬球电子商务有限公司,Home&Living,HIPO靶向商家,CNOB,Furniture,Indoor Furniture,,T4,7495703680176851517,家具家装,pengqi.lovework,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002428,HOMBCK,LD02445,必招 7 月,,,宁波逐云贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Furniture,Indoor Furniture,,T4,7495430623496342283,家具家装,wangsong.0925,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002429,Bite of Wild TH,LD02446,,,,佩途（聚合）,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002430,JOOCAR,LD02447,,,,莆田市城厢区庞筑贸易有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",/,,T4,7495804570990643476,日用家纺,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7495804570990643476,,,,,,,7495804570990643476,已填写,2025-05-18,2.hipo,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
