LD_002681,Sport Partner,LD02709,,,,长沙霞光万仗科技有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7496080310939060889,运动潮奢,chenwei.003,BD,夏春雨,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002682,DS high quality goods,LD02710,,,,义乌市舵升电子商务有限公司,Fashion,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,T4,7495865953484835829,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494657105337222462,,,,,,7494657105337222462,已填写,,,,,,,,2026-05-22,2.hipo,0,0,0,0.00,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002683,FestivityFusion,LD02711,,,,深圳市睹微科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7495854436481076105,快消生活,nicole.899,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002684,Freedom Flight,LD02712,,AM招商推进,,Farridan Limited,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Suits & Sets,彭之茂,T3,7494192587334190533,服饰服配,xuchen.quan666,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494158672613246906,,,,,,7494158672613246906,已填写,,,,,,,,2025-11-28,3.other,1,1,1,9802.75,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002685,RXDLifeStyle,LD02713,,,,深圳市麦拾亿科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002686,Sealegend Store,LD02714,,AM招商推进,,广州文家乐科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Home Care Supplies,,T3,7495735705592498306,日用家纺,yangli.lee,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002687,GAOY Store,LD02715,,AM招商推进,,GAOY (HK) LIMITED,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Nail Care,,T4,7495827564534139090,快消生活,songli.0901,AM,,俞欣洁,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002688,Findry,LD02716,,AM招商推进,,YUANHUI SUPPLY CHAIN LIMITED,Home&Living,HIPO靶向商家,美区T4,Home Improvement,Building Supplies,,T3,7494103726733493678,日用家纺,lige.08042,AM,李京达,刘雨欣,/,/,/,,是,5-已入驻,,,,,,,,7494103726733493678,,,,,,,已填写,,,,,,,,,3.other,0,0,0,,T0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002689,MUTIOVO & NOVO OVO,LD02717,必招 7 月,,,新奇诞（深圳）化妆品有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Nail Care,,T4,7495768994563591097,快消生活,songli.0901,BD,金慧婷,,/,/,/,,是,5-已入驻,,,,,,,7496321283577645057,7496099128061299639,,,,,,,已填写,2025-08-12,2.hipo,1,1,1,15068.81,T2,2025-03-15,2.hipo,1,1,1,71543.37,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002690,BXCOOL,LD02718,,AM招商推进,,"HK XINTONG FURUI TECHNOLOGY CO., LIMITED",Fashion,HIPO靶向商家,美区T4,Shoes,Women's Shoes,李晓宗,T3,7495864474680002605,运动潮奢,shenzehong,AM,,张玲,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
