LD_007311,Garvee-DailyDeco,LD07361,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7494258818093647869,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007312,TopHouse,LD07362,,AM招商推进,,/,3C,/,/,Household Appliances,Home Appliances,,T3,7495141712562915813,3C,yangyuhui,AM,,胡思倩,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007313,KingTool,LD07363,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7496132643022801666,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007314,PolishSpark,LD07364,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sports & Outdoor Accessories,,T3,7494239315052037720,运动潮奢,liziyin.plumlee,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007315,VonaCook,LD07365,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Cookware,,T3,7494099044157982625,日用家纺,yangli.lee,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007316,Gallonsharkshop,LD07366,,,,/,Fashion,/,/,#N/A,/,,#N/A,7495924312036772855,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007317,LOLIAS JEWELRY,LD07367,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Costume Jewelry & Accessories,金惠芷,T3,7496131321994120150,服饰服配,liyaoyao.y,AM,,张玲,【UK/EU互通】LOLIAS / MILACOLATO,/,/,,是,5-已入驻,,,,,,,7494763394236385127,,,,,,,,已填写,2026-07-14,3.other,1,0,,,T0,,,,,,,,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
LD_007318,LEPUNUO,LD07368,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Bottoms,崔媚君,T3,7496093935055898815,服饰服配,mayinxuan.127,AM,,谢冰沁Bibi,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007319,ALL in shop US,LD07369,,AM招商推进,,/,3C,/,/,Household Appliances,Home Appliances,,T3,7496240054756280349,3C,patonlam,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007320,CleanWhirl,LD07370,,AM招商推进,,/,3C,/,/,Household Appliances,Home Appliances,,T3,7496196367336901409,3C,yangyilin.1104,AM,,张莞清,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
