LD_006601,askmy good E bikes,LD06651,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7496250609202792792,运动潮奢,yuna.xu,AM,,周洋,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006602,HOPLYNN SPORTS,LD06652,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sport & Outdoor Clothing,黄嘉伟,T3,7495968519295174964,运动潮奢,lishachoo,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006603,Mise en Scène,LD06653,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Haircare & Styling,,T3,8652636783666041201,快消生活,nicole.899,AM,,俞欣洁,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006604,Soft Space store,LD06654,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Drinkware,,T3,7496011213185780529,日用家纺,chenyufei.0628,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006605,NIKO TECH,LD06655,,,,/,3C,/,/,#N/A,/,,#N/A,7496081531967408192,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006606,SUNGAIT,LD06656,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Eyewear,许铭楷,T3,7495361507899115710,服饰服配,wangrui.wil,AM,,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7496147055611644056,,,,,,,已填写,,,,,,,,2025-04-10,3.other,1,1,1,889.62,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006607,VEYESBEAUTY,LD06657,,AM招商推进,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7495142963415321208,快消生活,liuburong.emma,AM,,陈杏妹,/,/,/,,是,5-已入驻,,,,,,,,7494580626326652343,,,,,,,已填写,,,,,,,,2026-04-14,3.other,1,1,1,1089.06,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_006608,LOKHOM,LD06658,,AM招商推进,,/,Home&Living,/,/,Textiles & Soft Furnishings,Household Textiles,,T3,7495191778469513961,日用家纺,zhouxinrui.zz,AM,,刘雨欣,,/,/,,是,2-已触达/沟通中,美英欧生意共建入驻意向沟通-AM【xinrui&yuxin】,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006609,ONBRILL FURNITURE,LD06659,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7496270205252896987,家具家装,wangsong.0925,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006610,hermosahairshop,LD06660,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Hair Extensions & Wigs,丁超群,T3,7495393295745321884,服饰服配,zhoujie.jessie,AM,,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7494380705620526297,,,,,,,已填写,,,,,,,,2026-01-23,2.hipo,1,1,1,74399.45,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
