LD_002481,itutn.us,LD02498,,,,义乌市光丰智能科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Auto Replacement Parts,,T2,7496001184152455385,汽摩工具,doyleyang.yt,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002482,Hilee TH,LD02499,,,,义乌市笕颖贸易商行,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002483,Msrlassn Shop,LD02500,,,,义乌市永舸贸易有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",/,,#N/A,7495305603584002137,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494246742261270523,,,,,,,7494246742261270523,已填写,2025-11-10,2.hipo,1,1,1,1394.59,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002484,Azocekofficial,LD02501,,AM招商推进,,郑州众远网络科技有限公司,Home&Living,HIPO靶向商家,CNOB,Home Improvement,Solar & Wind Power,,T4,7496189252122217153,家具家装,bicongyu,AM,,韩希雯,/,S,/,,是,5-已入驻,,,,,,,,7494619184020227248,,,,,,,已填写,,,,,,,,2026-04-30,3.other,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002485,SAO JUSHEN,LD02502,,,,浙江聚盛,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002486,WeCharmer Store,LD02503,必招 7 月,,,浙江微诚出海科技有限公司,Home&Living,HIPO靶向商家,CNOB,Kitchenware,Drinkware,,T4,7495163560979958005,日用家纺,yangli.lee,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494843668771146161,7494843668771146161,,,,,,7494843668771146161,已填写,,,,,,,,2022-12-01,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002487,Rabito Thailand,LD02504,,,,บริษัท แรบบิทโตะ จำกัด-CNOB,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002488,SA superace,LD02505,,,,瑞石（聚合）,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002489,Shuttle Art,LD02506,必招 7 月,,,Shuttle Art（聚合）,3C,HIPO靶向商家,CNOB,Computers & Office Equipment,Office Stationery & Supplies,,T3,7496022556312766862,3C,zengjing.9712,BD,李泽,,/,/,杭州,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002490,RedtigerDashcam,LD02507,,,,东普(舟山市)信息技术有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Car Electronics,,T2,7494542225985996081,新开国,tangwei.012,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494542225985996081,,,,,,7494542225985996081,已填写,,,,,,,,2026-03-30,1.skm,1,1,1,18060.90,T2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
