LD_002821,SEEKWAY,LD02851,,,,广州市蓝珩天国际贸易有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,Sports & Outdoor Accessories,,T1,7495447241043315178,运动潮奢,yuna.xu,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002822,Wavhang,LD02852,,,,义乌市澜杭电子商务有限公司,Home&Living,HIPO靶向商家,美区T5,Home Supplies,/,,T3,7496161030307088694,日用家纺,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494491488811648523,,,,,,7494491488811648523,已填写,,,,,,,,2026-03-11,2.hipo,1,1,1,0.00,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002823,Umay US,LD02853,,,,杭州世纪同创国际贸易有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,Fitness,,T5,7495640729936890575,运动潮奢,liziyin.plumlee,,,,/,/,/,,是,3-商家有意愿,,,,,,,,7494099493286676230,,,,,,7494099493286676230,已填写,,,,,,,,2025-08-20,1.skm,1,1,1,22075.49,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002824,Sunnyhair Beauty,LD02854,,,,威海市森联贸易有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,NULL,,T0,7494800776874985859,育商,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494575242535143034,,,,,,,7494575242535143034,已填写,2026-04-15,3.other,1,1,1,10874.17,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002825,CnFoy.ukk,LD02855,,,,广州嘉缘网络科技有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494945613110545398,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002826,DGV-Store,LD02856,,,,"Hongkong Asotony Co.,Limited",Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Bedding and Linens,,NULL,7496208334738197192,新开国,chenqing.0918,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002827,Tgideas Care,LD02857,,,,霖言跨境电商（深圳）有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Haircare & Styling,,T0,7494165731594241517,新开国,zhujiayi.chris,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494165731594241517,,,,,,7494165731594241517,已填写,,,,,,,,2025-10-09,2.hipo,1,1,1,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002828,FaiableJapan,LD02858,,,,CozyTale Limited,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Men's Bottoms,,NULL,7494165789692495478,育商,jiajingyu.vera,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002829,MadeinChina-UK,LD02859,,,,厦门祉宁服饰有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,NULL,,T0,7494466352962177961,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002830,LaaVoo,LD02860,,,,威海领秀工艺品有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,NULL,,T0,7494805931532192526,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7494406022295291783,,,,,,,7494406022295291783,已填写,2026-02-06,2.hipo,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
