LD_006281,king porcelain,LD06329,必招 7 月,,,/,Fashion,/,/,Collectibles,Cultural Items,,T4,7494405445957879789,运动潮奢,hsinyi.7,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006282,123 TOYS,LD06330,必招 7 月,,,/,Fashion,/,/,Collectibles,Sports Collectibles,,T3,7494554227513853405,运动潮奢,yanbailu,BD,李京达,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006283,MEi Shuang,LD06331,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T1,7494686087275906725,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006284,Refined Thread,LD06332,必招 7 月,,,/,Fashion,/,/,#N/A,Makeup,,T1,7494659268103603253,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006285,Digital Global Warehouse,LD06333,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T1,7494262583220864567,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006286,On Wrist Trend,LD06334,必招 7 月,,,/,Fashion,/,/,#N/A,Fashion Watches & Accessories,,T0,7494492439043605649,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006287,Great out fit,LD06335,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T1,7494689199159805836,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006288,Unite Great Store,LD06336,必招 7 月,,,/,Fashion,/,/,#N/A,NULL,,T1,7494691755096442843,育商,NULL,BD,金慧婷,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006289,MochiBox,LD06337,必招 7 月,,,/,Fashion,/,/,Collectibles,Entertainment,,T2,7494530559464867694,运动潮奢,lishachoo,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006290,RX fashion,LD06338,必招 7 月,,,/,Fashion,/,/,#N/A,Costume Jewelry & Accessories,,T2,7494600833449886930,育商,xuhanwen.19,BD,金慧婷,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
