LD_002131,Hottiediary shaperwear,LD02146,,,,山东托伟文化传媒有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002132,VVLSTORE.VN,LD02147,,,,汕头市美时互联网科技有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002133,HOMUG-DIRECT,LD02148,,,,厦门橙鹭电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,#N/A,8647542229929532310,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496104695480093590,7496104695480093590,,,,,,7496104695480093590,已填写,2025-08-14,2.hipo,1,1,1,59.40,T1,2025-08-14,2.hipo,1,1,1,779.80,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002134,Loomwell,LD02149,,,,厦门市湖里区麻凌子百货店(个体工商户),Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002135,beneunder.sg,LD02150,,,,深圳蕉晴科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002136,GRENEY.Underwear.id,LD02151,,,,深圳绿泥科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002137,pleacoz.,LD02152,,,,深圳你好海洋化妆品有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002138,B&S Jeans Boutique,LD02153,,,,深圳市宏润泰进出口有限公司-CNOB,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Bottoms,,NULL,8655966965931348245,育商,luoshuai.blue,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7494575951476720877,7494575951476720877,,,,,,7494575951476720877,已填写,2026-04-14,2.hipo,1,0,0,,T0,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002139,Jaawind,LD02154,,,,深圳市聚加德贸易有限公司,Fashion,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Sports & Outdoor Play,,T2,7495314356057836199,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002140,Umex Beauty Store,LD02155,,,,深圳利哲化妆品有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Hand & Foot Care,,T2,7496037504455641403,快消生活,songli.0901,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
