LD_008191,Bluetti Shop,LD08241,,,,/,Home&Living,/,/,Home Improvement,Electrical Equipment & Supplies,,T4,7495553370115901706,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008192,HypeZone121,LD08242,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7496183646956456845,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008193,FeiceOfficial,LD08243,,,,/,Fashion,/,/,Fashion Accessories,/,,T3,7495820873244052046,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008194,GOLDEGG BEAUTY,LD08244,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7496007232519768508,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008195,ZWHEEL Scooter,LD08245,,,,/,/,/,/,Automotive & Motorcycle,/,,T3,7496200006243224225,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008196,Coral Canton Global,LD08246,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7495853366824372563,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008197,Koepovk Outpost,LD08247,,,,/,3C,/,/,Phones & Electronics,/,,T3,7496270368276777282,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008198,Umitec,LD08248,,,,/,Home&Living,/,/,Home Supplies,/,,T3,7495451149554059962,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496321430689188225,,,,,,7496321430689188225,已填写,,,,,,,,2025-08-12,2.hipo,1,1,1,23800.99,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008199,SOZERIA MEXICO,LD08249,,,,/,Fashion,/,/,Fashion Accessories,/,,T3,7494568961561953584,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008200,Sttes,LD08250,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Fragrance,,T4,7495446497289931615,快消生活,nicole.899,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
