LD_008251,AAIVV-Luggage,LD08301,,,fashion自补,/,Fashion,/,/,Luggage & Bags,Luggage & Travel Bags,,T4,7496208382097393982,运动潮奢,NULL,,,张玲,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008252,MAELREG GOLF,LD08302,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7495515529953314897,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495515529953314897,7495515529953314897,,,,,,7495515529953314897,已填写,2026-06-11,2.hipo,1,1,1,,T0,2025-10-29,2.hipo,1,1,1,31514.11,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008253,LoomLab Outfitters,LD08303,,,,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7494118949995906490,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008254,Bloom & Tidy,LD08304,,,,/,/,/,/,Home Supplies,/,,T3,7496293079737666030,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008255,Lilypelle,LD08305,,,,/,Home&Living,/,/,Furniture,/,,T3,7495705921908607088,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008256,Funny Panda Digital US,LD08306,,,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7496100191609981696,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008257,Tribesigns,LD08307,,,,/,Home&Living,/,/,Furniture,/,,T3,7495188517772561147,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496100210002791247,7496100210002791247,,,,,,7496100210002791247,已填写,2025-03-31,1.skm,1,1,1,96552.25,T3,2025-02-27,1.skm,1,1,1,101683.94,T4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008258,Halara shop,LD08308,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7495134004458195071,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494542612017022903,,,,,,,7494542612017022903,已填写,2026-04-01,1.skm,1,1,1,768116.69,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008259,Asvivid Shop,LD08309,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7495976595440765353,服饰服配,NULL,,,Millie Cheng,/,/,/,,否,1-待触达,,,,,,,,7495976595440765353,,,,,,7495976595440765353,已填写,,,,,,,,2026-06-15,2.hipo,1,1,1,4326.21,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008260,Jecanori Shop,LD08310,,,,/,Fashion,/,/,Fashion Accessories,/,,T3,7495806780561918420,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496102690078624420,7496102690078624420,,,,,,7496102690078624420,已填写,,2.hipo,0,0,0,,T0,2025-02-28,2.hipo,1,1,1,23538.62,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
