LD_000241,dé,LD00241,,,,深圳市予德信息技术有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000242,workpro,LD00242,,,,"Hangzhou Great Star Industrial Co., Ltd.",Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496151491190229194,,,,,,,7496151491190229194,已填写,2025-04-24,1.skm,1,1,1,16991.59,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000243,zeagoo,LD00243,,AM招商推进,fashion自补,深圳市勋雅电子商务有限公司,Fashion,战略重点商家,A. 知名品牌｜Recognized Brands,Womenswear & Underwear,Hair Extensions & Wigs,黄嘉伟,T3,7495376823266413478,服饰服配,cicigao,AM,,Millie Cheng,赛维女装，已入驻同集团店铺,/,/,,是,5-已入驻,,,,,,,7496131433237744514,7496131433237744514,,,,,,,已填写,2025-04-07,1.skm,1,1,1,958.86,T1,2025-03-28,2.hipo,1,1,1,32324.71,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000244,godox,LD00244,,,,深圳市烈越科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7494227019950031940,7494227019950031940,,,,,,7494227019950031940,已填写,2025-11-03,1.skm,1,1,1,588.75,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000245,ciarra,LD00245,,,,"深圳市中厨生活科技有限公司 (Shenzhen Ciarra Technology Co., Ltd.)",3C,战略重点商家,A. 知名品牌｜Recognized Brands,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000246,phomemo,LD00246,,,,珠海盈雀科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Computers & Office Equipment,Education Devices,,T2,7495582827969087762,3C,zhuxiaoyi.suki,,,,/,/,/,,是,5-已入驻,,,,,,,,7496107024525069287,,,,,,7496107024525069287,已填写,,,,,,,,2025-03-26,1.skm,1,1,1,531.25,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_000247,ll trader,LD00247,,,,Dashing Digital Sp.z.o.o,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000248,iniu,LD00248,,AM招商推进,,深圳市初简智通科技有限公司,3C,战略重点商家,A. 知名品牌｜Recognized Brands,Phones & Electronics,Mobile Phone Accessories,,T2,7495211897967446304,3C,wangzhenwei.1,AM,,胡思倩,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000249,bedstory,LD00249,,,,佛山市睡绵羊家居有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Textiles & Soft Furnishings,/,,,NULL,NULL,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000250,preciva,LD00250,,,,乐清市秋跃贸易有限公司,Home&Living,战略重点商家,A. 知名品牌｜Recognized Brands,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
