LD_008151,FUSOU Furniture,LD08201,,,,/,Home&Living,/,/,Furniture,/,,T3,7495960049647455145,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495960049647455145,7495960049647455145,,,,,,7495960049647455145,已填写,2025-07-22,2.hipo,1,1,1,37322.19,T3,2025-04-30,1.skm,1,1,1,44486.25,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008152,Sterly Hair Shop,LD08202,,,fashion自补,/,Fashion,/,/,Fashion Accessories,/,,T3,7495569524836960411,服饰服配,NULL,,,郭晓彤,/,/,/,,否,1-待触达,,,,,,,,7496129400482794375,,,,,,7496129400482794375,已填写,,,,,,,,2025-04-02,3.other,1,1,1,156.07,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008153,Picun US,LD08203,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495925537925597740,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496169645903678348,,,,,,,7496169645903678348,已填写,2025-05-15,2.hipo,1,1,1,8203.28,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008154,Segmart,LD08204,,,,/,Fashion,/,/,Sports & Outdoor,Sports & Outdoor Play,,T3,7495838823963134788,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495838823963134788,,,,,,,7495838823963134788,已填写,2025-09-11,2.hipo,1,1,1,622.97,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008155,Esmlada,LD08205,,,,/,Home&Living,/,/,Furniture,/,,T3,7495999170083981910,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496155412199016635,7496155412199016635,,,,,,7496155412199016635,已填写,2025-04-24,2.hipo,1,1,1,69593.87,T3,2025-04-28,3.other,1,0,0,,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008156,WD BarBerTop,LD08206,,,,/,/,/,/,Beauty & Personal Care,/,,T3,7496095925553433104,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008157,Warm home M.Y,LD08207,,,,/,/,/,/,Home Supplies,/,,T3,7496143712339789954,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008158,FDR,LD08208,,,fashion自补,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,,T4,7496152587431872990,服饰服配,NULL,,,谢冰沁Bibi,/,/,/,,是,3-商家有意愿,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_008159,FULEN Direct,LD08209,,,,/,/,/,/,Home Improvement,/,,T3,7495809235700255593,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008160,Raybee Lumidrawer,LD08210,,,,/,Home&Living,/,/,Furniture,/,,T3,7495844138514155655,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
