LD_008081,Yotta Collect,LD08131,,,,/,Fashion,/,/,Collectibles,/,,T3,7494199359297520696,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008082,CINCOM,LD08132,,,,/,3C,/,/,Beauty & Personal Care,Personal Care Appliances,,T3,7495688479812847842,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008083,Garvee Pure & Tidy,LD08133,,,,/,Home&Living,/,/,Furniture,/,,T3,7494489569715652511,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008084,StoryCove,LD08134,,,,/,/,/,/,"Books, Magazines & Audio",/,,T3,7494316080180462915,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008085,ASANDY Active,LD08135,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7494200327471138583,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008086,Black Essence,LD08136,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7494161347097363820,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008087,HypeSurge Threads,LD08137,,,fashion自补,/,Fashion,/,/,Menswear & Underwear,Men's Bottoms,,T4,7494374956021482845,服饰服配,NULL,,,罗才鑫,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008088,Comfytemp,LD08138,,,,/,3C,/,/,Beauty & Personal Care,/,,T3,7495510346784606658,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496147185870801508,7496147185870801508,,,,,,7496147185870801508,已填写,2025-04-11,2.hipo,1,1,1,375.67,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008089,HE WEAR,LD08139,,,,/,Fashion,/,/,Menswear & Underwear,/,,T3,7496253176962255107,服饰服配,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496253176962255107,7496253176962255107,,,,,,7496253176962255107,已填写,2025-09-29,2.hipo,1,1,1,23689.56,T2,2025-08-22,2.hipo,1,1,1,66355.58,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008090,INIA BeautyCraft,LD08140,,,,/,3C,/,/,Beauty & Personal Care,/,,T3,7495343272348846354,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496275687209536120,,,,,,,7496275687209536120,已填写,2025-08-03,1.skm,1,1,1,19657.46,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
