LD_005891,ROVSUN,LD05933,,AM招商推进,,DREAMERSHOP TRADE LIMITED,3C,HIPO靶向商家,美区T5,Household Appliances,Kitchen Appliances,,T5,7495877147309148389,3C,zhangwenli.168,AM,,郑羽伶,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005892,OQ HAIR SHOP,LD05934,,AM招商推进,fashion自补,WK BEAUTY INC,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,/,赵亭,T5,7495205878591949358,服饰服配,zhoujie.jessie,AM,,郭晓彤,@郭晓彤,/,/,,是,5-已入驻,,,,,,,7494352968748402374,,,,,,,,已填写,2026-01-16,2.hipo,1,1,1,66027.05,T3,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005893,MirrorZone,LD05935,,,,"Xunlong E-commerce Co., Ltd.",Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,/,,T5,7495350494974020061,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494721253346084006,,,,,,,7494721253346084006,已填写,2026-06-18,3.other,1,1,1,979.11,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005894,Halara US,LD05936,,,,HK DFS Limited,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,/,,T5,7495918771470502637,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,7494542612017022903,,,,,,,7494542612017022903,已填写,2026-04-01,1.skm,1,1,1,768116.69,T5,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005895,Merach fitness,LD05937,,,,US MERACH TECHNOLOGY INC,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,/,,T5,7496114932228589701,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494210696937506714,,,,,,,7494210696937506714,已填写,2025-10-29,2.hipo,1,1,1,0.00,T0,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005896,Jbextension.usa,LD05938,,,,JBEXTENSION LIMITED,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,/,,T5,7494080703146788695,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494080703146788695,7494080703146788695,,,,,,7494080703146788695,已填写,2025-03-31,2.hipo,1,1,1,104436.86,T4,2021-07-06,1.skm,1,1,1,279842.10,T4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005897,Cider,LD05939,,,,Cider Holding Limited,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,/,,T5,7494078363714684098,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7495295374523467863,7495295374523467863,,,,,,7495295374523467863,已填写,2025-04-08,2.hipo,1,1,1,0.00,T0,2025-03-27,2.hipo,1,0,0,,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005898,HOBIBEAR SHOES OFFICIAL,LD05940,,,,HK WANCHUANG INTERNATIONAL LIMITED,Fashion,HIPO靶向商家,美区T5,Shoes,/,,T5,8647408239718013257,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7494109538188821566,,,,,,,7494109538188821566,已填写,2026-03-07,2.hipo,1,1,1,13271.20,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005899,Karlami Hair Vendor,LD05941,必招 7 月,AM招商推进,fashion自补,许昌志海商贸有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,王一斐,T3,7496213391603960234,服饰服配,zhoujie.jessie,AM/BD,赵月晨,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,7496313913415731956,7496313913415731956,,,,,,"8647741284625455860,7496313913415731956",已填写,2025-10-13,2.hipo,1,1,1,512.89,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005900,MINX,LD05942,,,,Joritas Limited,Home&Living,HIPO靶向商家,美区T4,Collectibles,/,,#N/A,7494295084200396095,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
