LD_005901,HouCoc,LD05943,必招 7 月,,,义乌梦汇日用品有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Home Organizers,,T3,7496230535627639198,日用家纺,lirang.131,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005902,Visiui Toy,LD05944,,,,莆田市荔城区妲卉贸易有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Toys & Hobbies,/,,T3,7496144647830014404,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496151408862006202,,,,,,,7496151408862006202,已填写,2025-04-22,2.hipo,0,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_005903,Ecarke,LD05945,,,,HONGKONG YISHANG LIMITED,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,/,,T4,7495498931558779706,汽摩工具,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496117848423107368,,,,,,7496117848423107368,已填写,,,,,,,,2025-03-18,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005904,Scarlet Moon shop,LD05946,,,,义乌市卫杰卫然贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7494210383439497083,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005905,HALOVIDA,LD05947,,,,杭州黑池科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,#N/A,7494125352321910018,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495766083577613006,7495766083577613006,,,,,,7495766083577613006,已填写,2025-06-19,2.hipo,1,0,0,,T0,2025-07-05,2.hipo,1,1,1,487.59,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005906,ZAFRO,LD05948,,AM招商推进,,慈溪市伊藤电子厂,3C,HIPO靶向商家,美区T4,Household Appliances,Large Home Appliances,,T4,7495760921721080725,3C,zhangwenli.168,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005907,comittok,LD05949,,AM招商推进,,Kaisa Link Limited,3C,HIPO靶向商家,美区T4,Phones & Electronics,Mobile Phone Accessories,,T3,7496087279846394308,3C,chensiyi.0309,AM,,郑羽伶,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005908,UKEIN,LD05950,,AM招商推进,,深圳格睿图科技有限公司,Fashion,HIPO靶向商家,美区T4,Luggage & Bags,Luggage & Travel Bags,钟嘉桓,T4,7495811366258051795,运动潮奢,qieyixiao,AM,,张玲,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005909,TIMEXstore,LD05951,,,,TIMEX GLOBAL LEARNING SOLUTIONS GROUP LLC,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,/,,#N/A,8647444294201940564,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005910,GRAND PATIO,LD05952,,AM招商推进,,杭州瑞艺户外休闲用品有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T3,7495393674775922853,家具家装,guona.rena,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
