LD_001971,Smartberry Indonesia,LD01984,,,,深圳市鹏戈尔服饰有限公司,Home&Living,HIPO靶向商家,CNOB,Automotive & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001972,Aula,LD01985,,,,深圳市索艾电子商务有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T4,7495871783893895487,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7494655009835419270,,,,,,,7494655009835419270,已填写,2026-05-18,3.other,1,1,1,253.65,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001973,hodekt-global.ph,LD01986,,,,深圳市途杰科技有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001974,Lamicall,LD01987,,,,深圳市鲜壳创意设计有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T3,7495735753077918286,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494354776795350700,7494354776795350700,,,,,,7494354776795350700,已填写,2026-01-15,2.hipo,1,1,1,787.61,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001975,DLI comprar,LD01988,,,,深圳时夏文化传播有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001976,TenlampLive,LD01989,,AM招商推进,,深圳市星鲸锐科技有限公司-CNOB,3C,HIPO靶向商家,CNOB,Phones & Electronics,Audio & Video,,T3,7496219917728516404,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001977,TUUMIIST,LD01990,,,,深圳市星之墨科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T4,7495749078627551568,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7495749078627551568,7495749078627551568,,,,,,7495749078627551568,已填写,,3.other,0,0,0,,T0,2026-05-08,2.hipo,1,1,1,1249.05,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001978,Tainbat,LD01991,,AM招商推进,,深圳市鑫米联科技有限公司,3C,HIPO靶向商家,CNOB,Phones & Electronics,Mobile Phone Accessories,,T3,7495735866611239362,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001979,FY Tech,LD01992,,,,深圳市卓沅科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T3,7495901748956858434,3C,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_001980,Han Jaya Sentosa,LD01993,,,,温州丰立五金有限公司,3C,HIPO靶向商家,CNOB,Lifestyle 2,/,,,NULL,NULL,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
