LD_003191,BRABIC-UK,LD03229,,,,广州远铭科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7495376271566801323,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003192,Mewaii-uk,LD03230,,,,Starpony(HK) Limited,Home&Living,HIPO靶向商家,美区T4,Collectibles,NULL,,T0,7494711519031036828,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494711519031036828,,,,,,7494711519031036828,已填写,,,,,,,,2022-08-16,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003193,Fashion Shop UK,LD03231,,,,上海泽刷科技有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7494734561574553519,新开国,zhujiayi.chris,,,,/,/,/,,是,5-已入驻,,,,,,,,7494938873531894666,,,,,,7494938873531894666,已填写,,,,,,,,2023-03-04,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003194,ERICKHILL,LD03232,,,,深圳市汶莱博科技有限公司,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,Kitchen Utensils & Gadgets,,T0,8647339189124766568,新开国,faye.liu,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7495820508930935656,,,,,,7495820508930935656,已填写,,,,,,,,2025-04-08,2.hipo,1,1,1,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003195,Original-HIFI Music Store,LD03233,,,,深圳市婳雅科技有限公司,3C,HIPO靶向商家,美区T5,Phones & Electronics,NULL,,T0,7494688601065752624,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003196,Javen Shop-UK,LD03234,,,,深圳市佳文德科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,NULL,,T0,7496139081885125098,新开国,chenqing.0918,,,,/,/,/,,是,5-已入驻,,,,,,,,7496139081885125098,,,,,,7496139081885125098,已填写,,,,,,,,2025-04-03,2.hipo,0,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_003197,GRINEST JP,LD03235,,,,惠州市宏锋源包装制品有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,NULL,7494275581127656778,新开国,zhujiayi.chris,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003198,Coral Sky Studio,LD03236,,,,广东广幕幕墙装饰工程有限公司,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,NULL,,T0,7496185799820544247,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7495853366824372563,,,,,,7495853366824372563,已填写,,,,,,,,2025-10-11,2.hipo,1,1,1,83022.07,T3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003199,Leetonshop,LD03237,,,,东莞市丽顿智能电器有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7494888551923943519,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003200,Hot Star,LD03238,,,,许昌黛茜发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7494685361760603038,育商,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
