LD_003131,Maxinejewelry,LD03166,,,,西安艾亚特信息科技有限公司,Fashion,HIPO靶向商家,美区T4,Jewelry Accessories & Derivatives,NULL,,T1,7496185987121580557,新开国,chloeguo.03,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,7496185987121580557,,,,,,7496185987121580557,已填写,,,,,,,,2025-05-12,2.hipo,0,0,0,0.00,T0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_003132,tivoliknife.com,LD03167,,,,(null),Home&Living,HIPO靶向商家,美区T4,Kitchenware,NULL,,T0,7494490759632030312,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003133,X B J,LD03168,,,,恩施市御天文化传媒有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494272137319580996,,,,,,7494272137319580996,已填写,,,,,,,,2025-11-24,2.hipo,1,1,1,5460.79,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003134,ATTA GEMS,LD03169,,,,广州越上珠宝有限公司,Fashion,HIPO靶向商家,美区T5,Jewelry Accessories & Derivatives,Artificial Gemstones,,T1,7496169925935073692,新开国,chloeguo.03,,,,/,/,/,,是,1-待触达,,,,,,,,7496169925935073692,,,,,,7496169925935073692,已填写,,,,,,,,2025-04-30,2.hipo,1,1,1,1093.52,T1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003135,EUHOMY JP,LD03171,,,,宁波帅凡信息科技有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,NULL,,NULL,7496259253504674685,新开国,faye.liu,,,,/,/,/,,是,1-待触达,,,,,,,7496199948857150390,,,,,,,7496199948857150390,已填写,2025-05-21,1.skm,1,1,1,,T0,,,,,,,,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003136,xiuqukeji,LD03172,,,,中山市羞趣科技有限公司,Home&Living,HIPO靶向商家,美区T5,Furniture,NULL,,T0,7494083694822982826,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003137,HotwaveGym,LD03173,,,,武汉市金熙祥辉电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,NULL,7496293280657934821,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7496301441440647874,7496301441440647874,,,,,,7496301441440647874,已填写,2025-12-29,2.hipo,1,0,0,,T0,2025-11-21,2.hipo,1,1,1,19221.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_003138,ashimaryhair,LD03174,,,,禹州市格瑞丝发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7494695035432700285,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_003139,yitaohouse,LD03175,,,,阳江市易淘贸易有限公司,Fashion,HIPO靶向商家,美区T5,Shoes,NULL,,T0,7494516160090573537,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003140,DailyLife Jewels,LD03176,,,,宁波奕米电子商务有限公司,3C,HIPO靶向商家,美区T5,Household Appliances,NULL,,NULL,7496258028903238052,新开国,zhujiayi.chris,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
