LD_002061,SILVIANA'S DAY #1,LD02075,,,,长沙市望城区尧荏熠百货店(个体工商户),Fashion,HIPO靶向商家,CNOB,Fashion,Women's Underwear,,T1,7495529429627538269,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002062,CELNEPHO,LD02076,,,,成都虑远樨科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,T3,7495809172786285062,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494210818297267227,,,,,,7494210818297267227,已填写,,,,,,,,2025-10-21,2.hipo,1,1,1,279.57,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002063,Mcwalk-Umi store,LD02077,,,,初芽科技,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002064,UUMIAER US,LD02078,,,,迪燊,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Underwear,,T2,7495480111569013467,服饰服配,youwenhao.ywh,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002065,SOLOEVER.MY,LD02079,,,,深圳梭威科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002066,Yi -Bra,LD02080,,,,沣沅(广州)电子商务有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,Women's Underwear,,T1,7496188942235241278,服饰服配,youwenhao.ywh,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002067,ONKE.th,LD02081,,,,福建省南安市八匹马体育用品有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002068,Normic,LD02082,,,,福州望万旺科技有限公司,Fashion,HIPO靶向商家,CNOB,Fashion,NULL,,T0,8646955190937292024,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002069,MASKERT GIRL,LD02083,,AM招商推进,,赣州金多多供应链有限公司,Fashion,HIPO靶向商家,CNOB,Sports & Outdoor,Sport & Outdoor Clothing,黄嘉伟,T4,7496259131680000424,运动潮奢,lishachoo,AM,,张玲,【UK/EU互通】MASKERT GIRL,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002070,LIVETINED THAILAND,LD02084,,,,广州爱比嘉化妆品有限公司,Fashion,HIPO靶向商家,CNOB,FMCG,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
