LD_008391,CQQ Chic,LD08441,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,王丹,T3,7496204790240676214,育商,xuhanwen.19,AM,,谢冰沁Bibi,待建联 入驻UK 捞户,/,/,,是,5-已入驻,,,,,,,7494457417996469993,,,,,,,,已填写,2026-02-26,3.other,0,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_008392,Liu Ge's store,LD08442,,,,/,/,/,/,Sports & Outdoor,/,,T3,7496250195192613645,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008393,饰宝美,LD08443,必招 7 月,,,泉州市安哲电子商务有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,张骞,/,/,,是,4-入驻中,[EU&UK] 索芳诗ETUB,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008394,VXY,LD08444,必招 7 月,,,广州优多海贸易有限公司,3C,战略重点商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,DALU ECO,/,/,,是,5-已入驻,[EU&UK]广州优多海VXY,,,,,,7494767528463926496,7494767528463926496,,,,,,7494767528463926496,已填写,2026-07-09,3.other,1,1,,2377.44,T1,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008395,探帆,LD08445,必招 7 月,,,潮州市潮安区哇雅雅贸易有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,周亦航,/,/,,是,5-已入驻,潮州哇雅雅/探帆 HIPO,,,,,,7494771090138039599,7494771090138039599,,,,,,7494771090138039599,已填写,2026-07-11,3.other,1,1,,19.41,T1,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008396,SixSky,LD08446,必招 7 月,,,广州竣恒贸易有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,谭明,/,/,,是,5-已入驻,广州竣恒贸易,,,,,,7494767482040452386,7494767482040452386,,,,,,7494767482040452386,已填写,2026-07-09,3.other,1,1,,,T0,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008397,OTJN,LD08447,必招 7 月,,,梅州市联硕贸易有限公司,3C,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,胡艳婷,/,/,,是,5-已入驻,梅州市联硕贸易有限公司,,,,,,7494767601198335825,7494767534079182673,,,,,,"7494767601198335825,7494767534079182673",已填写,2026-07-09,3.other,0,0,,76.01,T1,2026-07-09,3.other,1,1,,888.49,T1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008398,书卓,LD08448,必招 7 月,,,东莞时创灯箱器材有限公司,Home&Living,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,刘洋,/,/,,是,5-已入驻,东莞时创灯箱器材有限公司,,,,,,7494776375072162948,,,,,,,,已填写,2026-07-14,3.other,1,1,,78.68,T1,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008399,优人曲线,LD08449,必招 7 月,,,义乌市须蚁跨境电子商务有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,,/,/,,是,5-已入驻,义乌须蚁跨境,,,,,,7494773343287543094,7494773343287543094,,,,,,7494773343287543094,已填写,2026-07-12,3.other,1,1,,56.67,T1,,,,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
LD_008400,恒利邦,LD08450,必招 7 月,,,泉州中图国际贸易有限公司,Fashion,HIPO靶向商家,/,/,/,,,NULL,NULL,NULL,BD,李京达,,陈功,/,/,,是,5-已入驻,泉州中图国际贸易,,,,,,7494769874758567261,7494769874758567261,,,,,,7494769874758567261,已填写,,,,,,,,2026-07-10,3.other,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
