LD_002651,AIZOLUXE,LD02679,,AM招商推进,,水夜无声信息科技（上海）有限公司,Fashion,HIPO靶向商家,美区T4,Pre-Owned,Pre-Loved Luggage & Bags,,T3,7496282609288055694,运动潮奢,hsinyi.7,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002652,JDTDC US,LD02680,,,,TACOSO INC,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,#N/A,7496241420187568781,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496122979531000621,,,,,,7496122979531000621,已填写,,,,,,,,2025-03-26,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002653,PORO-Scooter,LD02681,,AM招商推进,,惠州市绿之兆新能源有限公司,Home&Living,HIPO靶向商家,美区T4,Sports & Outdoor,Fitness,,T3,7494173489456186384,运动潮奢,liziyin.plumlee,AM,,周洋,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002654,EMEET US,LD02682,,,,深圳壹秘科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,T3,7495336621621413939,3C,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,7496099090969823841,7496099090969823841,,,,,,7496099090969823841,已填写,2025-03-19,2.hipo,1,1,1,394.97,T1,2025-02-26,2.hipo,1,1,1,17731.40,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002655,Yabao Road Trading,LD02683,,,,深圳市雅宝路贸易有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,T3,7495779136546048565,3C,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496110980806576652,,,,,,7496110980806576652,已填写,,,,,,,,2025-03-08,2.hipo,1,1,1,261.04,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002656,Onefire Store,LD02684,,,,广州金捷胜电子科技有限公司,Home&Living,HIPO靶向商家,美区T4,Home Improvement,Lights & Lighting,,T2,7496311328064572128,家具家装,chenhaichao.0621,,,,/,/,/,,是,5-已入驻,,,,,,,7496314222216579185,,,,,,,7496314222216579185,已填写,2025-08-08,2.hipo,1,1,1,17750.06,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002657,SOARFLY,LD02685,,,,深圳市梦美福科技有限公司,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,/,,T3,7495865864048577143,汽摩工具,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002658,AuraBlanket,LD02686,,,,郴州市磐星居贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Textiles & Soft Furnishings,NULL,,T0,7494089388084724980,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002659,JewelPop,LD02687,,AM招商推进,,义乌市聚瑞供应链管理有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Costume Jewelry & Accessories,,T4,7496311403611654452,服饰服配,wangrui.wil,AM,,陈晓,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002660,KolleaOfficial,LD02688,,AM招商推进,,深圳启迈电商有限公司,Home&Living,HIPO靶向商家,美区T4,Kitchenware,Bar & Wine Utensils,,T4,7495582745292016227,日用家纺,chenyufei.0628,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
