LD_007171,YY Boutique luggage store,LD07221,,AM招商推进,,/,Fashion,/,/,Luggage & Bags,Women's Bags,,T3,7496018507913792138,运动潮奢,qieyixiao,AM,,陈晓,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007172,MANBAOUT SHIJU,LD07222,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7495809285925668975,运动潮奢,chenwei.003,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007173,Feelyou-shop,LD07223,,AM招商推进,,/,Home&Living,/,/,Textiles & Soft Furnishings,Bedding and Linens,,T3,7496218073986796116,日用家纺,chenxi.0722,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007174,YCC.,LD07224,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7496277469495134378,3C,kunyuanchen,AM,,胡思倩,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007175,GLORYDI INC,LD07225,,AM招商推进,,/,Home&Living,/,/,Phones & Electronics,Universal Accessories,,T3,7495998256789752531,日用家纺,zhangshiwei.92,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,GLORYDI INC美区互通入驻群,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007176,Trovry,LD07226,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7494105593799673667,日用家纺,lige.08042,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007177,CHAIZS SHOP,LD07227,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Sleepwear & Loungewear,,T3,7494245169839703248,服饰服配,liyawen.7ll,AM,,谢冰沁Bibi,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007178,MaaJi Shop,LD07228,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Power Tools,,T3,7496114927216003884,家具家装,yangqi.miranda,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007179,TLU garden instrument,LD07229,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Garden Tools,,T3,7496166490410355113,汽摩工具,shenrongfeng,AM,,周羽中 Ray,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007180,YUCOLEN Shop,LD07230,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Tops,黄嘉伟,T3,7495497114213976770,服饰服配,shenxueyan,AM,,谢冰沁Bibi,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
