LD_007211,ILEPO projector,LD07261,,AM招商推进,,/,3C,/,/,Phones & Electronics,Audio & Video,,T3,7495840987813087632,3C,wanglizhen.321,AM,,文思琪,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007212,YIANNA Shapewear,LD07262,,,,/,Fashion,/,/,#N/A,/,,#N/A,7495976574124787906,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007213,Drift.Slide US,LD07263,,AM招商推进,,/,Home&Living,/,/,Sports & Outdoor,Leisure & Outdoor Recreation Equipment,,T3,7495915455587846397,运动潮奢,wanwan.888,AM,,周洋,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007214,KOACKL,LD07264,,AM招商推进,,/,Home&Living,/,/,Kitchenware,Kitchen Utensils & Gadgets,,T3,7494203362372781162,家具家装,johanna.jiao,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007215,CloudSea Pre-Owned Luxury,LD07265,,AM招商推进,,/,Fashion,/,/,Pre-Owned,Pre-Loved Luggage & Bags,,T3,7494223273186723317,运动潮奢,hsinyi.7,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007216,HLFURNITURE,LD07266,,AM招商推进,,/,Home&Living,/,/,Furniture,Commercial Furniture,,T4,7494167405711886189,家具家装,wangsong.0925,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007217,Allstuff Shop,LD07267,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sport & Outdoor Clothing,,T3,7494196201189246077,运动潮奢,shenzehong,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007218,Rihero,LD07268,,AM招商推进,,/,Fashion,/,/,Shoes,Women's Shoes,,T3,7495774137999722644,运动潮奢,wuhao.howie,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007219,Razime LLC,LD07269,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Bathroom Supplies,,T3,7494171128823580509,日用家纺,zhongjie.ma,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007220,YYmenswear,LD07270,,,,/,Fashion,/,/,#N/A,/,,T3,7495942567904119786,运动潮奢,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
