LD_002861,XIMIKATU Store,LD02891,,,,(null),Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,NULL,,T0,7494782042013600319,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7495792856480254484,,,,,,7495792856480254484,已填写,,,,,,,,2024-06-06,2.hipo,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002862,ECOSUSI,LD02892,,,,厦门欣维发电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Luggage & Bags,NULL,,T0,7494077916035187911,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494077916035187911,,,,,,7494077916035187911,已填写,,,,,,,,2021-06-24,2.hipo,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002863,Orzorz,LD02893,,,,(null),Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7494809412828039517,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002864,Faiable Finds,LD02894,,,,"HONGKONG ASOTONY CO., LIMITED",Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,Women's Tops,,T2,7496162054293392066,新开国,minghuicheng,,,,/,/,/,,是,5-已入驻,,,,,,,,7496162054293392066,,,,,,7496162054293392066,已填写,,,,,,,,2025-04-25,2.hipo,1,1,1,6969.44,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002865,TimetomeJP,LD02895,,,,TimeX International Educational Technology Limited,3C,HIPO靶向商家,美区T5,Computers & Office Equipment,NULL,,NULL,7496261858802371243,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496161830945065594,,,,,,,7496161830945065594,已填写,2025-04-26,2.hipo,1,1,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
LD_002866,UYIODH-SHOP,LD02896,,,,广州市谦之贸易有限公司,Fashion,HIPO靶向商家,美区T5,Womenswear & Underwear,NULL,,T0,7496158833853499820,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7496158810836077296,,,,,,,7496158810836077296,已填写,2025-04-21,2.hipo,1,0,0,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002867,Bling Hair Fashion UK,LD02897,,,,许昌佳瑞发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,,T2,7496262656206669944,新开国,chloeguo.03,,,,/,/,/,,是,5-已入驻,,,,,,,,7496103482077448900,,,,,,7496103482077448900,已填写,,,,,,,,2025-03-03,2.hipo,1,1,1,4974.57,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002868,DashCam Pro,LD02898,,,,深圳市如鱼得水智能有限公司,Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,Car Electronics,,NULL,7496218390040709269,新开国,langzihan.99,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495960065652394360,,,,,,,7495960065652394360,已填写,2025-05-08,2.hipo,0,0,0,0.00,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002869,Zmzy A,LD02899,,,,泉州尔如商贸有限公司,Fashion,HIPO靶向商家,美区T5,Menswear & Underwear,/,,#N/A,7494171116966413843,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_002870,Essly,LD02900,,,,福建省离铭科技有限公司,Home&Living,HIPO靶向商家,美区T5,Textiles & Soft Furnishings,NULL,,T0,7496100126872341395,新开国,zhujiayi.chris,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
