LD_000681,dewenwils,LD00682,,,,"郑州德问威电子科技有限公司 (Zhengzhou Dewenwils Electronic Technology Co., Ltd.)",Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000682,tonor,LD00683,,,,"福建祥优电子科技有限公司 (Fujian Xiangyou Electronic Technology Co., Ltd.)",3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000683,lvwit,LD00684,,,,上海侃顺商贸有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000684,insmart,LD00685,,,,"深圳市英斯玛特科技有限公司 (Shenzhen Insmart Technology Co., Ltd.)",3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000685,redtiger,LD00686,,,,杭州棠联科技有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Automotive & Motorcycle,Car Electronics,,T4,7495295002346227790,汽摩工具,NULL,,,,/,/,/,,是,4-入驻中,,,,,,,,7494542225985996081,,,,,,7494542225985996081,已填写,,,,,,,,2026-03-30,1.skm,1,1,1,18060.90,T2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
LD_000686,cubot,LD00687,,,,"深圳市华福瑞科技有限公司 (Shenzhen Huafurui Technology Co., Ltd.)",3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494147163781629134,,,,,,,7494147163781629134,已填写,2025-09-22,1.skm,1,1,1,76362.27,T3,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_000687,nortiv 8,LD00688,,,,湖南弯弓信息科技有限公司,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Sports & Outdoor,/,,#N/A,7496099940952410711,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496016124651997581,,,,,,,7496016124651997581,已填写,,1.skm,0,0,0,,T0,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_000688,battool,LD00689,必招 7 月,,,深圳市森瑞实业有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,#N/A,#N/A,,,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494101139769493169,7494101139769493169,,,,,,7494101139769493169,已填写,2025-08-28,1.skm,1,0,0,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_000689,yazoco,LD00690,,,,青岛瑞海通达电子商务有限公司,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Baby & Maternity,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_000690,aosu,LD00691,,,,苏州未迪科技有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
