LD_001921,RORRY-US,LD01931,必招 7 月,,,深圳诚品电子商务有限公司,3C,HIPO靶向商家,CNOB,Phones & Electronics,Mobile Phone Accessories,,T4,7495759696697526753,3C,wangzhenwei.1,BD,李泽,,张健负责人,@张健,深圳,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001922,CYBORIS AUDIO,LD01932,,,,深圳赛柏瑞斯科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T3,7495829911798319845,3C,NULL,,,,/,/,/,,是,3-商家有意愿,,,,,,,7496107660142610817,7496107660142610817,,,,,,7496107660142610817,已填写,2025-09-08,2.hipo,1,1,1,41035.05,T3,2025-03-05,2.hipo,1,1,1,15567.08,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001923,Weilisi Shop,LD01933,,,,深圳市酷享时代科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",/,,T4,7495770690446723822,3C,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,7494606648207050562,,,,,,7494606648207050562,已填写,,,,,,,,2026-04-28,2.hipo,1,1,1,,T0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001924,Zorwing shop,LD01934,,,,深圳市顺佰源电子科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",NULL,,NULL,8663803262025958930,3C,NULL,BD,赵月晨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001925,EATOP INC,LD01935,,AM招商推进,,深圳市易通电讯科技有限公司,3C,HIPO靶向商家,CNOB,Computers & Office Equipment,Data Storage & Software,,T3,7495835533571295467,3C,zhuxiaoyi.suki,AM,,文思琪,美区am反馈此前已建联拉群,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001926,HOTU Official,LD01936,,,,深圳市云远拾光科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Mobile Phone Accessories,,T2,7495406366551607752,3C,yaoxuyiyi,,,,/,/,/,,是,5-已入驻,,,,,,,7495962117606443646,,,,,,,7495962117606443646,已填写,2025-04-19,2.hipo,1,1,1,2363.46,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_001927,NUISK,LD01937,,,,天津宾梓科技有限公司,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Cameras & Photography,,NULL,7494508442971637367,育商,lihaiqing,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7494688652402395016,,,,,,,7494688652402395016,已填写,2026-06-03,3.other,1,0,0,,T0,,,,,,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001928,SHPAVVER,LD01938,,AM招商推进,,湛江市勇迈科技有限公司-CNOB,3C,HIPO靶向商家,CNOB,Beauty & Personal Care,Personal Care Appliances,,T4,7495483104405850489,3C,chloe.123,AM,,张莞清,/,/,/,,是,5-已入驻,,,,,,,,7495483104405850489,,,,,,,已填写,,,,,,,,2024-01-11,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001929,Supcase US,LD01939,,,,CONGJING TECHNOLOGY(HONGKONGO.，LIMITED,3C,HIPO靶向商家,CNOB,"Grocery, Electronics, Books & Hardlines",Mobile Phone Accessories,,NULL,8668966254148159109,育商,NULL,,,,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001930,R.W.FLAME Home,LD01940,,AM招商推进,,Cowsar,3C,HIPO靶向商家,CNOB,/,Kitchen Appliances,,T5,7495369204676921997,3C,zhangwenli.168,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
