LD_005581,DREAM PAIRS,LD05623,,,,DP DREAM PAIRS INC,Fashion,HIPO靶向商家,美区T5,Shoes,/,,T5,7496099940952410711,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7496165336389421767,7496165336389421767,,,,,,7496165336389421767,已填写,2025-05-26,1.skm,1,1,1,6891.29,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005582,ISEE HAIR BEAUTY,LD05624,必招 7 月,AM招商推进,fashion自补,PUREFASHION HAIR BEAUTY LLC,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,Hair Extensions & Wigs,赵亭,T5,7495153239291628065,服饰服配,zhoujie.jessie,AM/BD,赵月晨,郭晓彤,@郭晓彤,/,/,,是,5-已入驻,,,,,,,7494568937768454465,7494568937768454465,,,,,,7494568937768454465,已填写,,,,,,,,2022-03-30,3.other,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_005583,Jevoria,LD05625,必招 7 月,,,永康市畅能电子商务有限责任公司,Home&Living,HIPO靶向商家,美区T5,Home Supplies,Home Care Supplies,,T3,7496268271992605339,日用家纺,lirang.131,BD,赵月晨,,美区T2,/,/,,否,7-已清退,,李昕阳,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005584,Topdonshop,LD05626,,,,深圳鼎匠科技有限公司,Home&Living,HIPO靶向商家,美区T5,Automotive & Motorcycle,Car Repair Tools,,T3,8647129655888875058,新开国,chengxiongcai.1,,,,/,/,/,,是,1-待触达,,,,,,,,7495504105061059122,,,,,,7495504105061059122,已填写,,,,,,,,2024-11-20,1.skm,1,1,1,40935.54,T3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005585,ZELUS Fitness,LD05627,,,,New Voyage Trading Limited,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,/,,T5,8647464349219658520,NULL,NULL,BD,李泽,,/,/,/,,否,1-待触达,,,,,,,7496261472985451288,,,,,,,7496261472985451288,已填写,2025-07-03,2.hipo,1,1,1,1378.98,T1,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005586,Raybee Home,LD05628,必招 7 月,,,BetterHomee Innovation LLC,Home&Living,HIPO靶向商家,美区T5,Furniture,Indoor Furniture,,T5,7494170765121586329,家具家装,pengqi.lovework,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005587,fafa star,LD05629,,,,"HONGKONG YUHAI CO., LIMITED",Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,NULL,,T0,8649019714152471134,运动潮奢,tangwei.012,BD,江家徵,,/,/,/,,是,1-待触达,,,,,,,7495836715486775902,7495836715486775902,,,,,,7495836715486775902,已填写,2026-03-25,3.other,1,1,1,,T0,2026-04-06,2.hipo,1,0,0,,T0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005588,HotFun,LD05630,必招 7 月,,,NumLake Tech Limited,Home&Living,HIPO靶向商家,美区T5,NULL,NULL,,T0,7496145764369926436,家具家装,wangyizhi.215,BD,赵月晨,,美区T0,/,/,,否,7-已清退,,美区已关店,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005589,Maxcomfi,LD05631,,,,DOURIS INC,Beauty&FMCG,HIPO靶向商家,美区T5,Beauty & Personal Care,/,,#N/A,7496064367399241852,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494467344539419997,,,,,,7494467344539419997,已填写,,,,,,,,2026-03-03,3.other,1,1,1,64340.95,T3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005590,VEVOR Home Store,LD05632,,,,VEVEOR STORE INC,Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,/,,T5,7496257912646961254,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,7496093778224450467,,,,,,7496093778224450467,已填写,,,,,,,,2025-03-04,1.skm,1,1,1,213.26,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
