LD_008071,Yumi Shop,LD08121,,,,/,Home&Living,/,/,Kitchenware,/,,T3,7495835570858592398,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008072,DREAM PAIRS,LD08122,,,,/,Fashion,/,/,Shoes,/,,T3,7495073884286520204,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496165336389421767,7496165336389421767,,,,,,7496165336389421767,已填写,2025-05-26,1.skm,1,1,1,6891.29,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008073,BQLASH-USA,LD08123,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Makeup,,T3,7495924632732535251,快消生活,chenhaihua,BD,张志强,,/,/,/,,是,5-已入驻,,欧洲新开一个沟通中,,,,,7494662794138518864,7494662794138518864,,,,,,7494662794138518864,已填写,,,,,,,,2026-06-12,3.other,1,1,1,,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008074,HiPlus Nutrition,LD08124,,,,/,Beauty&FMCG,/,/,Health,Nutrition & Wellness,,T4,7495912089296931735,快消生活,qiulei.0117,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008075,Health Store Buporai,LD08125,,,,/,Beauty&FMCG,/,/,Health,Nutrition & Wellness,,T2,7496158874860947653,育商,qiulei.0117,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008076,SUPCASE,LD08126,,,,/,3C,/,/,Phones & Electronics,/,,T3,7495805383045253765,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008077,ShellChic,LD08127,,,,/,3C,/,/,Phones & Electronics,/,,T3,7496005416541522704,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008078,Outdoor Riding,LD08128,,,,/,Fashion,/,/,Sports & Outdoor,/,,T3,7496318598332975183,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008079,JoyToyland--ovo,LD08129,,,,/,/,/,/,"Books, Magazines & Audio",/,,T3,7495827257722636531,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008080,onlypuff official,LD08130,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496303123105155271,服饰服配,mayinxuan.127,AM,,谢冰沁Bibi,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
