LD_003401,Atron Webstore,LD03441,,,,广州艾创网络科技有限公司,3C,HIPO靶向商家,AMZ Retailer,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003402,WJ Home Decor US Store,LD03442,,,,义乌市蔚杰电子商务有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003403,Beisong,LD03443,,,,深圳市北昇科技有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003404,StoneBanks,LD03444,,,,郑州宇泽弘轩服饰有限公司,Home&Living,HIPO靶向商家,AMZ Retailer,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003405,TwoFiftyLANA,LD03445,,,,TwoFifty SIA,Beauty&FMCG,HIPO靶向商家,AMZ Retailer,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003406,JINJIE LIMITED,LD03446,,,,JINJIE LIMITED,Fashion,HIPO靶向商家,AMZ Retailer,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003407,Joytaly,LD03447,,,,BENJI & CO UK LIMITED,Beauty&FMCG,HIPO靶向商家,AMZ Retailer,Food & Beverages,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003408,Khanswell,LD03448,,,,杭州中瀚电子科技有限公司,3C,HIPO靶向商家,AMZ Retailer,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003409,Chase Chic,LD03449,,,,广州杰迅国际贸易有限公司,Fashion,HIPO靶向商家,AMZ Retailer,Womenswear & Underwear,NULL,,T0,7495544076515314393,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496250576489187780,7496250576489187780,,,,,,7496250576489187780,已填写,2026-04-29,2.hipo,1,1,1,4002.38,T1,2026-04-26,2.hipo,1,1,1,1451.88,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_003410,greetek,LD03450,,,,GreetekLimited,3C,HIPO靶向商家,AMZ Retailer,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
