LD_004391,lifezeal,LD04432,,,,LIFEZEAL ITALY S.R.L.,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004392,smoture,LD04433,,,,深圳市红思逸成科技有限公司,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Household Appliances,NULL,,T0,7494669095970702855,汽摩工具,doyleyang.yt,,,,/,/,/,,是,5-已入驻,,,,,,,7494570602801301371,,,,,,,7494570602801301371,已填写,2026-04-09,1.skm,1,1,1,1658.71,T1,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_004393,fullmosa,LD04434,,,,深圳市天空电子有限公司,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004394,cmtop,LD04435,,,,东莞市常平鹿鸣日用品百货商行,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Womenswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004395,patikil,LD04436,,,,惠州市创颖峻供应链管理有限公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Tools & Hardware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004396,unionsine,LD04437,,,,Echotrade,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004397,huwaih,LD04438,,,,深圳市智明诚电子科技有限公司,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004398,toptro,LD04439,,,,深圳市宸戈宸科技有限公司,3C,HIPO靶向商家,P2 - Whitelabel - AMZ,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004399,tolesum,LD04440,,,,佛山市妮亚图贸易有限责任公司,Home&Living,HIPO靶向商家,P2 - Whitelabel - AMZ,Toys & Hobbies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_004400,lvcbl,LD04441,,,,广州攀佳气模有限公司,Fashion,HIPO靶向商家,P2 - Whitelabel - AMZ,Menswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
