LD_002991,Skincare UK,LD03024,,,,INCOA GROUP LIMITED,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7496228132154673981,新开国,zhujiayi.chris,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002992,decorhacks,LD03025,,,,厦门欣维发电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Luggage & Bags,NULL,,T0,7494083299207709883,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494083299207709883,,,,,,7494083299207709883,已填写,,,,,,,,2021-08-17,2.hipo,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002993,Bling Hair,LD03026,,,,(null),Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7494990008527849532,育商,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7496103482077448900,,,,,,7496103482077448900,已填写,,,,,,,,2025-03-03,2.hipo,1,1,1,4974.57,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002994,FoggingFun,LD03027,,,,深圳泰盈电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,NULL,,T0,7494816012479203454,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002995,HotwaveFitness,LD03028,,,,武汉市金熙祥辉电子商务有限公司,Fashion,HIPO靶向商家,美区T5,Sports & Outdoor,Fitness,,T2,7496275497542060314,新开国,tangwei.012,,,,/,/,/,,是,5-已入驻,,,,,,,7496301441440647874,7496301441440647874,,,,,,7496301441440647874,已填写,2025-12-29,2.hipo,1,0,0,,T0,2025-11-21,2.hipo,1,1,1,19221.22,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002996,DEERCSHOPPING,LD03029,,,,漳州市乐明贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7494081287134611315,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7494081287134611315,,,,,,7494081287134611315,已填写,,,,,,,,2021-07-08,2.hipo,0,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002997,VIPbeauty Hair,LD03030,,,,许昌美莱克发制品有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7496117061712840800,新开国,faye.liu,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7494529705188099973,,,,,,7494529705188099973,已填写,,,,,,,,2026-03-26,2.hipo,1,1,1,3535.52,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002998,Lemoda Hair Beauty,LD03031,,,,许昌发博商贸有限公司,Fashion,HIPO靶向商家,美区T5,Fashion Accessories,NULL,,T0,7495846773329004600,新开国,faye.liu,,,,/,/,/,,是,5-已入驻,,,,,,,7494648740089857750,,,,,,,7494648740089857750,已填写,2026-05-29,2.hipo,1,1,1,,T0,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002999,JUNLAN,LD03032,,,,广州市元雅电子科技有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,NULL,,T0,7494082064520939088,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_003000,feiren99,LD03033,,,,烟台市晨讯信息技术有限公司,Home&Living,HIPO靶向商家,美区T5,Tools & Hardware,Indoor Furniture,,T2,7496158603568515228,新开国,zhujiayi.chris,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496158603568515228,,,,,,7496158603568515228,已填写,,,,,,,,2025-04-22,2.hipo,1,1,1,3379.38,T1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
