LD_001611,Fine decorative background cloth,LD01615,,,,深圳市烧脑贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001612,Pura Case Store,LD01616,,,,深圳市旭初创科技有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494673770687005896,,,,,,,7494673770687005896,已填写,2026-05-27,2.hipo,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_001613,funfuntoy,LD01617,,,,深圳市易拾金科技有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Electric & Remote Control Toys,,T2,7495676930354153910,快消生活,wangzhen.chris,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001614,wowsome,LD01618,,,,桂平市金田镇福林日杂店,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Home Decor,,T1,7496188051449415832,日用家纺,lige.08042,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001615,KlinxOfficial,LD01619,,,,杭州嗯咕跨境电子商务有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001616,freemir Indonesia Store,LD01620,,,,万国（深圳）科技技术有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle 2,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001617,SIV Homedeco PH,LD01621,,,,温州携作赢电子商务有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001618,ANTBOX-STORE-VN,LD01622,,,,武义奕翔贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001619,BE LOVE baby shop,LD01623,,,,香港夏日投資有限公司,Home&Living,HIPO靶向商家,CNOB,Home & Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001620,Letsmake,LD01624,,,,义乌市胡斯电子商务有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,NULL,,T0,8648505519231900443,新开国,tangwei.012,,,,/,/,/,,是,1-待触达,,,,,,,7494384898454619931,,,,,,,7494384898454619931,已填写,2026-01-30,3.other,1,1,1,4588.76,T2,,,,,,,,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
