LD_005971,Cosmoeor,LD06013,,AM招商推进,,智业（深圳）科技有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Hand Tools,,T4,7495845767921961635,服饰服配,youwenhao.ywh,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005972,SoundWave Audio Store,LD06014,,,,深圳市欧酷美科技有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,/,,#N/A,7495831763227412701,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495918101476902970,7495918101476902970,,,,,,7495918101476902970,已填写,2025-04-10,2.hipo,1,1,1,90177.45,T3,2025-04-02,2.hipo,1,1,1,473.78,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005973,Lume＆Co.,LD06015,,,,厦门迈洲科技有限公司,Fashion,HIPO靶向商家,美区T4,Food & Beverages,/,,T3,7496186870697855061,运动潮奢,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496186870697855061,7496186870697855061,,,,,,7496186870697855061,已填写,2026-01-28,2.hipo,1,1,1,6800.89,T2,2026-01-28,2.hipo,1,1,1,430.56,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005974,KAIWEETS,LD06016,,,,深圳市信遂成贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Tools & Hardware,/,,T5,NULL,NULL,NULL,BD,赵月晨,,/,/,/,,否,1-待触达,,,,,,,7495657888571755314,7495657888571755314,,,,,,7495657888571755314,已填写,2025-04-11,2.hipo,1,1,1,806.36,T1,2025-04-07,2.hipo,1,0,0,,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005975,Jm Clean Shop,LD06017,,,,泉州市巨满满文化传媒有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,/,,#N/A,8648152141144955795,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496282526991879059,7496282526991879059,,,,,,7496282526991879059,已填写,2025-12-09,2.hipo,0,0,0,,T0,2025-12-08,2.hipo,1,1,1,93.45,T1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005976,HearthVibe Studio,LD06018,必招 7 月,AM招商推进,fashion自补,HK REILANTONG HUNDRED GOODS LIMITED,Fashion,HIPO靶向商家,美区T4,Sports & Outdoor,Sports & Outdoor Accessories,,T4,7494087951476295631,运动潮奢,liziyin.plumlee,AM/BD,李泽,张玲,公牛世家，打品机构,/,/,,是,1-待触达,,,,,,,7494421226564715613,7494421226564715613,,,,,,"7494421226564715613,7494379493451007852",已填写,,,,,,,,2026-02-13,2.hipo,1,1,1,6957.58,T2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005977,DrBioCare Shop,LD06019,,AM招商推进,,BioCare Biotechnology INC,Beauty&FMCG,HIPO靶向商家,美区T4,Health,Nutrition & Wellness,,T3,7496011516073773105,快消生活,qiulei.0117,AM,,王宁,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005978,ZXZZHUO,LD06020,,,,石狮市众旭志卓商贸有限公司,Home&Living,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7494199033049220373,育商,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005979,Magic Shaper,LD06021,,,,深圳市沐沐森贸易有限公司,Fashion,HIPO靶向商家,美区T4,Womenswear & Underwear,/,,T3,7496182433569212541,服饰服配,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496182433569212541,7496182433569212541,,,,,,7496182433569212541,已填写,2025-06-27,2.hipo,1,1,1,47789.58,T3,2025-06-27,2.hipo,1,1,1,22116.91,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005980,MAISON BACKYARDS,LD06022,,AM招商推进,,杭州耀途贸易有限公司,Home&Living,HIPO靶向商家,美区T4,Furniture,Outdoor Furniture,,T4,7494325619649644016,日用家纺,yangli.lee,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
