LD_005121,GEME All Things Live Forever and In Harmony with The Earth,LD05162,,,,罗克羲农（上海）生物科技有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Kitchenware,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005122,ZHIYE,LD05163,,,,蚌埠杨艺贸易有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005123,Aweather,LD05164,,,,宁波新莱斯家具有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Sports & Outdoor,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005124,DicunoyUK,LD05165,,,,"HONG KONG LANGYAO TRADING CO., LIMITED",Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Improvement,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005125,Ankuka,LD05166,,,,深圳市立元鸿科技有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005126,YiPinYin,LD05167,,,,欢络经贸科技（深圳）有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Home Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005127,WAVLINK,LD05168,,,,深圳市睿曜科技有限公司,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496154609038756244,,,,,,,7496154609038756244,已填写,2025-06-06,1.skm,1,1,1,6511.14,T2,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005128,BASESAILOR,LD05169,,,,深圳盛源博雅贸易有限公司,Home&Living,HIPO靶向商家,AMZ/DTC whitelabel,Automotive & Motorcycle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005129,Morsen-UK,LD05170,,,,SHENZHEN MORSEN TECHNOLOGY LIMITED,3C,HIPO靶向商家,AMZ/DTC whitelabel,Phones & Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005130,NORTHERN BROTHERS,LD05171,,,,深圳市宏牧电子商务有限公司,Fashion,HIPO靶向商家,AMZ/DTC whitelabel,Menswear & Underwear,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
