LD_002361,RAXX WHEEL,LD02378,,,,汕头市型光玩具有限公司,Beauty&FMCG,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,T4,7496094670695074568,快消生活,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,7496094670695074568,,,,,,7496094670695074568,已填写,,,,,,,,2026-05-25,2.hipo,1,0,0,,T0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002362,IFNOW,LD02379,,,,绍兴翼腾电子商务有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Bedding and Linens,,T2,7495835497783724929,日用家纺,zhangshiwei.92,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002363,ThermoMaven Shop,LD02380,,,,深圳市虎一科技有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Kitchen Utensils & Gadgets,,T2,7495830915720710374,日用家纺,chenyufei.0628,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002364,JASISS,LD02381,,,,深圳市轻雷网络科技有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Kitchen Utensils & Gadgets,,T2,7496162883589736683,日用家纺,yinyaxing,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002365,Miracle daily necessities,LD02382,,AM招商推进,,深圳市奇迹创海贸易有限公司,Home&Living,HIPO靶向商家,CNOB,Home Supplies,Bathroom Supplies,,T3,7496230398944446625,日用家纺,wangchangli,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002366,MECHEER,LD02383,,,,深圳市卓世捷科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Home Organizers,,T3,7495614865465117159,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002367,Our Green Life-USA,LD02384,,,,深圳市字母跳动科技有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,/,,T3,7496009141470529857,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494469628812101154,,,,,,,7494469628812101154,已填写,2026-03-04,3.other,1,0,0,,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LD_002368,SKYFIRE Store,LD02385,,,,香港猎迹有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Lights & Lighting,,T1,7496262914660927620,家具家装,chenhaichao.0621,,,,/,/,/,,是,5-已入驻,,,,,,,7496235256284810197,,,,,,,7496235256284810197,已填写,2025-10-17,2.hipo,1,1,1,21722.83,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002369,BeautyFire-SanNuo,LD02386,,,,小抖米,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Bath & Body Care,,T3,7495628546154334319,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002370,Partphoner local,LD02387,,,,兄友(香港)精密模具有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",/,,,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
