LD_001321,kuou,LD01324,,,,蚌埠皖桂电子商务有限公司,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001322,happygoo,LD01325,,,,广州余咀电子商务有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Household Appliances,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001323,ProCase,LD01326,,,,昆明紫柏网络科技有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Phones & Electronics,NULL,,T0,7494329783561586609,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001324,VIZ-PRO,LD01327,,,,郑州傲世实业有限公司,3C,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Computers & Office Equipment,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001325,AUVON,LD01328,必招 7 月,,,深圳誉文电子商务有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,NULL,NULL,,T0,7495766149880973941,日用家纺,lishiyun.607,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7495766149880973941,7495766149880973941,,,,,,7495766149880973941,已填写,,,,,,,,2025-04-14,1.skm,0,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001326,JOEJOY,LD01329,,,,深圳市佰亿伽科技有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Pet Supplies,/,,,NULL,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494238957277906690,,,,,,7494238957277906690,已填写,,,,,,,,2025-11-06,1.skm,0,0,0,0.00,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_001327,IBUYKE,LD01330,,,,日照冠林进出口有限公司,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Furniture,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001328,TYMO,LD01331,,,,上海梅荔电子科技有限公司,Beauty&FMCG,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Beauty & Personal Care,/,,#N/A,7496019364959325021,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496305473794575234,,,,,,,7496305473794575234,已填写,2025-08-01,1.skm,1,1,1,34247.24,T3,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001329,heekpek,LD01333,,,,/,Fashion,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Fashion Accessories,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7495888416127158957,7495888416127158957,,,,,,7495888416127158957,已填写,2026-04-07,3.other,1,0,0,,T0,2026-02-28,3.other,1,1,1,,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_001330,purecozy,LD01334,,,,/,Home&Living,战略重点商家,B. 头部亚马逊/DTC卖家｜Top AMZ/Top DTC sellers,Textiles & Soft Furnishings,/,,#N/A,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7496152648825867246,,,,,,,7496152648825867246,已填写,2025-05-06,3.other,1,0,0,0.00,T0,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
