LD_006591,Lvqu,LD06641,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Organizers,,T3,7496085054812686837,日用家纺,zhongjie.ma,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006592,dresslilyus,LD06642,,AM招商推进,,/,Fashion,/,/,Womenswear & Underwear,Women's Suits & Sets,,T3,7495379456993233251,服饰服配,cicigao,AM,,Millie Cheng,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_006593,PickNShine Shop,LD06643,,AM招商推进,,/,Fashion,/,/,Fashion Accessories,Clothes Accessories,,T3,7496310056332463001,服饰服配,wangrui.wil,AM,,郭晓彤,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006594,Team Gear,LD06644,,AM招商推进,,/,Fashion,/,/,Sports & Outdoor,Sport & Outdoor Clothing,杨若冰,T3,7496092173252922334,运动潮奢,zhaomin66,AM,,张玲,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006595,AIR U.global,LD06645,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Care Supplies,,T3,7495660774757206485,日用家纺,lige.08042,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006596,YASONIC,LD06646,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Bathroom Supplies,,T3,7496034637791660345,日用家纺,gongxun.chandler,AM,,刘雨欣,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006597,Juexica.shop,LD06647,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7495764088899406645,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006598,Spaco Plus,LD06648,,AM招商推进,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495176991275256054,家具家装,cainan,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006599,GohallClean,LD06649,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Care Supplies,,T3,7495845905899948126,日用家纺,wangchangli,AM,,刘雨欣,/,/,/,,是,2-已触达/沟通中,GOHALLCLEAN 美区入驻互通群,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_006600,FOWIN Utopia,LD06650,,AM招商推进,,/,Home&Living,/,/,Home Supplies,Home Decor,,T3,7495923501615384892,服饰服配,youwenhao.ywh,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
