LD_007361,GeniKiss US,LD07411,,AM招商推进,,/,3C,/,/,Pet Supplies,Dog & Cat Accessories,,T3,7494155713653736579,3C,panlin.888,AM,,郑羽伶,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007362,CoastlineSelect,LD07412,,AM招商推进,,/,3C,/,/,Phones & Electronics,Mobile Phone Accessories,,T3,7495990518017722781,3C,chensiyi.0309,AM,,郑羽伶,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007363,MOORAD,LD07413,,,,/,Home&Living,/,/,#N/A,/,,T3,7494095633466165229,日用家纺,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_007364,Forge Twill,LD07414,,AM招商推进,,/,Fashion,/,/,Menswear & Underwear,Men's Tops,,T3,7496260739989277650,服饰服配,shenxueyan,AM,,罗才鑫,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_007365,ivtivfu BBQ Tools,LD07415,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7496095912887289946,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007366,Arlopu,LD07416,,AM招商推进,,/,Home&Living,/,/,Furniture,Outdoor Furniture,,T3,7495861449682880930,家具家装,hanxiao.smiley,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007367,ZIOXX,LD07417,,AM招商推进,,/,Beauty&FMCG,/,/,Health,Sexual Wellness,,T3,7496019490551007236,快消生活,qilinyou,AM,,王宁,/,/,/,,是,6-拒绝入驻,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007368,Torque Town,LD07418,,,,/,Home&Living,/,/,#N/A,/,,#N/A,7494191027899106704,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007369,Vaseeka Choice Tools,LD07419,,AM招商推进,,/,Home&Living,/,/,Tools & Hardware,Garden Tools,,T3,7496151814201772211,汽摩工具,yangqi.miranda,AM,,周羽中 Ray,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_007370,IB FASHION STOR1,LD07420,,,,/,Fashion,/,/,#N/A,/,,#N/A,7494207464735081875,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
