LD_005671,Cochildor,LD05713,,,,东莞市钱来商贸有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Baby & Maternity,Baby Travel Gear,,T2,7495893167561607444,快消生活,fanwenjun.215,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005672,KEPABC,LD05714,,AM招商推进,,晋江市福瑞盈丰贸易有限公司,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Bottoms,崔媚君,T4,7494217055371822648,服饰服配,linyangqin.cyrus7,AM,,罗才鑫,/,/,/,,是,5-已入驻,,,,,,,,7494217055371822648,,,,,,,已填写,,,,,,,,2026-07-02,2.hipo,1,0,,,T0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
LD_005673,Sunletic,LD05715,,AM招商推进,,"ZHUOWEI HONGKONG CO., LIMITED",Home&Living,HIPO靶向商家,美区T4,Automotive & Motorcycle,Car Electronics,,T4,7496223251808160057,家具家装,wangyizhi.215,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005674,Jarmelo,LD05716,,,,宁波乐逗玩具有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Toys & Hobbies,NULL,,T0,7495750047551753163,育商,NULL,BD,江家徵,,/,/,/,,否,1-待触达,,,,,,,,7494339998793631148,,,,,,7494339998793631148,已填写,,,,,,,,2025-12-31,3.other,1,1,1,,T0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005675,WhiteSnow Beauty,LD05717,,,,THYMINE LIMITED,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,#N/A,7496064367399241852,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005676,Solestage,LD05718,必招 7 月,,,SoleStage Inc,Fashion,HIPO靶向商家,美区T4,Menswear & Underwear,Men's Tops,,T2,7495142384740829396,服饰服配,xuchen.quan666,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7496224307596724366,7496224307596724366,,,,,,7496224307596724366,已填写,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LD_005677,CEELIKE Global,LD05719,,,,泽州年年有余电子商务有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,#N/A,7495924283977796189,NULL,NULL,BD,夏春雨,,/,/,/,,否,1-待触达,,,,,,,7494380818739922363,7494380818739922363,,,,,,7494380818739922363,已填写,2026-01-23,2.hipo,1,1,1,1024.57,T1,2026-03-17,3.other,1,1,1,25438.97,T2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_005678,Hanin Global,LD05720,,,,厦门岱枞贸易有限公司,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,/,,T5,8647459664073103988,NULL,NULL,BD,夏春雨,,/,/,/,,是,5-已入驻,,,,,,,7495832070131255924,7495832070131255924,,,,,,7495832070131255924,已填写,2025-06-24,1.skm,1,1,1,31677.63,T3,2025-06-20,1.skm,1,1,1,5383.83,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_005679,Global -JYXH,LD05721,,AM招商推进,,深圳市江悦鑫鸿商贸有限公司,3C,HIPO靶向商家,美区T4,Phones & Electronics,Mobile Phone Accessories,,T4,7496232022790212397,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_005680,amandahair,LD05722,,AM招商推进,,DECHENG TRADE LLC,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,Hair Extensions & Wigs,郝佳琪,T3,7495319462635145564,服饰服配,zhoujie.jessie,AM,,郭晓彤,/,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
