LD_002791,RejuveNest,LD02821,,,,Gaifd Hiiae INC,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,Skincare,,T1,7496069159029409924,3C,panlin.888,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002792,YUHENNG,LD02822,,AM招商推进,,颍上恒誉电子商务有限公司,3C,HIPO靶向商家,美区T4,Household Appliances,Home Appliances,,T3,7496009016451369481,3C,yaoxuyiyi,AM,,张莞清,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_002793,Arpurraina Shop,LD02823,,AM招商推进,fashion自补,义乌市纳诺电子商务有限公司,Fashion,HIPO靶向商家,美区T4,Fashion Accessories,/,,T3,7495949165123111095,服饰服配,wangrui.wil,AM,,郭晓彤,/,/,/,,是,5-已入驻,,,,,,,,7494205392184378883,,,,,,7494205392184378883,已填写,,,,,,,,2025-10-17,2.hipo,1,1,1,2760.07,T1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002794,SACE LADY US,LD02824,,,,"HK TIMMI INTERNATIONAL CO., LIMITED",Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,#N/A,8647470837022628636,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496235505590831900,7496235505590831900,,,,,,7496235505590831900,已填写,2025-07-08,2.hipo,1,1,1,17380.63,T2,2025-06-17,2.hipo,1,1,1,6408.19,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002795,Karseell Official,LD02825,,,,广州程熙化妆品有限公司,Beauty&FMCG,HIPO靶向商家,美区T4,Beauty & Personal Care,/,,T4,7495703712857491648,快消生活,NULL,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,,7496151341355535244,,,,,,7496151341355535244,已填写,,,,,,,,2025-04-19,2.hipo,1,1,1,11556.24,T2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002796,FITORY,LD02826,,,,Skyon International Trade (Hong Kong) Company Limited,Fashion,HIPO靶向商家,美区T4,Shoes,/,,#N/A,7496019806579755626,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,,7494250223038072278,,,,,,7494250223038072278,已填写,,,,,,,,2025-11-20,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002797,Vacbird,LD02827,,,,深圳市优利家电子商务有限公司,Home&Living,HIPO靶向商家,美区T4,Home Supplies,Home Organizers,,T5,7495861480253196753,日用家纺,lige.08042,,,,/,/,/,,是,2-已触达/沟通中,,,,,,,7496148193594346095,7496148193594346095,,,,,,7496148193594346095,已填写,2025-04-12,1.skm,1,1,1,372389.65,T5,2025-04-22,2.hipo,1,1,1,52693.24,T3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_002798,Langgersafe,LD02828,,,,HONGKONG SARBLUE CO LIMITED,3C,HIPO靶向商家,美区T4,Computers & Office Equipment,/,,T5,NULL,NULL,NULL,BD,江家徵,,/,/,/,,是,5-已入驻,,,,,,,,7495612160346393210,,,,,,7495612160346393210,已填写,,,,,,,,2025-04-18,2.hipo,1,0,0,,T0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
LD_002799,Momcozy Shop,LD02829,,,,ROOT technology ltd.,Beauty&FMCG,HIPO靶向商家,美区T5,Baby & Maternity,/,,#N/A,7495828430994049397,NULL,NULL,,,,/,/,/,,是,5-已入驻,,,,,,,7496098942252125040,7496098942252125040,,,,,,7496098942252125040,已填写,2025-03-17,1.skm,1,1,1,543796.79,T5,2025-02-24,2.hipo,1,1,1,0.00,T0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_002800,BAMBULAB Official,LD02830,,,,BAMBULAB USA INC,3C,HIPO靶向商家,美区T5,Computers & Office Equipment,/,,,NULL,NULL,NULL,BD,夏春雨,,/,/,/,,是,2-已触达/沟通中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
