LD_001871,SunGlowHub,LD01879,,AM招商推进,,揭阳市玖圆商贸有限公司,Home&Living,HIPO靶向商家,CNOB,Home Improvement,Lights & Lighting,,T3,7496085448817675014,家具家装,xiaoweiye,AM,,韩希雯,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001872,Homture,LD01880,,,,科大訊飛(香港)有限公司,3C,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Cameras & Photography,,T1,7495829681820240862,3C,panzimo.666,,,,/,/,/,,是,4-入驻中,,,,,,,7494513604553705408,,,,,,,7494513604553705408,已填写,2026-04-02,3.other,1,0,0,,T0,,,,,,,,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
LD_001873,cozy-hoome,LD01881,,,,南京领航社群科技有限公司,Home&Living,HIPO靶向商家,CNOB,Personal Care and Lifestyle,Games & Puzzles,,T1,7496168047323876099,快消生活,liushanyu.0213,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001874,BALI OUTDOORS,LD01882,,,,山东金昆金属材料有限公司-CNOB,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Garden Supplies,,T4,7495901638614092135,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001875,Ekoious,LD01883,,,,深圳变设龙信息科技有限公司,Home&Living,HIPO靶向商家,CNOB,"Home, Luxury Resale & Collectibles",Home Decor,,T1,7496140533069088931,日用家纺,chenxi.0722,,,,/,/,/,,是,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001876,TechVersePro-MY,LD01884,,,,深圳联充科技有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001877,THE TAMMY-VN,LD01885,,,,深圳市德正达五金建材有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001878,CASEBANG TH,LD01886,,,,殼邦科技(香港)有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001879,nineboss,LD01887,,,,深圳市华远可为科技有限公司,Home&Living,HIPO靶向商家,CNOB,Lifestyle,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_001880,WSKEN Mall,LD01888,,,,深圳市佳为精品有限公司,3C,HIPO靶向商家,CNOB,Electronics,/,,,NULL,NULL,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
