LD_008061,SKYROVER,LD08111,,,,/,3C,/,/,Phones & Electronics,Cameras & Photography,,T4,7494173010375443616,3C,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008062,Fimibuke.US,LD08112,,,,/,Home&Living,/,/,Luggage & Bags,/,,T3,7495806588936293325,日用家纺,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008063,Better Direct,LD08113,必招 7 月,,,/,Beauty&FMCG,/,/,Health,Medical Supplies,,T2,7495940656364161838,快消生活,zhangguangxin.dennis,BD,张志强,,/,/,/,,是,5-已入驻,,,,,,,7496269132225677645,7496269132225677645,,,,,,7496269132225677645,已填写,,,,,,,,2025-07-11,3.other,1,1,1,29456.08,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008064,CEELIKE Global,LD08114,必招 7 月,,,/,Beauty&FMCG,/,/,Beauty & Personal Care,Nasal & Oral Care,,T4,7496093653988838264,快消生活,songli.0901,BD,赵月晨,,/,/,/,,是,5-已入驻,,,,,,,7494380818739922363,7494380818739922363,,,,,,7494380818739922363,已填写,2026-01-23,2.hipo,1,1,1,1024.57,T1,2026-03-17,3.other,1,1,1,25438.97,T2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
LD_008065,MUMUZITOY,LD08115,,,,/,/,/,/,Toys & Hobbies,/,,T3,7494621677387155098,育商,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008066,T-Collar,LD08116,,AM招商推进,fashion自补,/,Fashion,/,/,Womenswear & Underwear,/,,T3,7496149257910258632,服饰服配,shenxueyan,AM,,张玲,星熠时代,/,/,,是,4-入驻中,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
LD_008067,Novilla,LD08117,,,,/,Home&Living,/,/,Furniture,/,,T3,7495433224251542117,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,7494454471598114675,7494454471598114675,,,,,,7494454471598114675,已填写,2026-04-03,1.skm,1,1,1,0.00,T0,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
LD_008068,CIONIA DIY PAINT,LD08118,,,,/,Home&Living,/,/,Automotive & Motorcycle,/,,T3,7496159609426578322,汽摩工具,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008069,Recaceik-TK,LD08119,,,,/,Home&Living,/,/,Furniture,Indoor Furniture,,T3,7495802117403019802,家具家装,NULL,,,,/,/,/,,否,1-待触达,,,,,,,,,,,,,,,未填写,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD_008070,Ailove Baby Store,LD08120,必招 7 月,,,/,Beauty&FMCG,/,/,NULL,NULL,,T0,7495976601956288945,新开国,chenqing.0918,BD,张志强,,/,/,/,,是,5-已入驻,,牛总河北 开了多个店铺了,,,,,7496187022654540678,7496187022654540678,,,,,,"8647393536219847558,8647394504148097926",已填写,2025-05-13,3.other,1,1,1,16717.76,T2,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0
